t_id_interesado;tipo_interesado;tipo_documento;documento_identidad;primer_nombre
512871;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512557;Persona_Juridica;Secuencial;000000000000;ARCA-INMOBIALIRA-SOCIEDAD-ANONIMA
513230;Persona_Juridica;Secuencial;000000000000;INACAR-INVERSIONES-AGROPECUARIAS-
512584;Persona_Juridica;Secuencial;000000000000;TAYRONA-STEEL-PIPE-SOCIEDAD-ANONI
513018;Persona_Juridica;Secuencial;000000000000;DORIA-GUELL-Y-QUEVARA-Q-LIMITADA
513094;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-DE-CAPITALIZACION-Y-AHOR
513054;Persona_Juridica;Secuencial;000000000000;INVERSIONES-T2-&-MH-SOCIEDAD-POR-
513003;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
530308;Persona_Juridica;Secuencial;000000000000;DLENG-LIMITADA
512661;Persona_Juridica;Secuencial;000000000000;EVA-GIHA-DE-GEORGE-E-HIJOS
513189;Persona_Juridica;Secuencial;000000000000;PROMOTORA-CASTRO-PANESSO-LIMITADA
513058;Persona_Juridica;Secuencial;000000000000;ZAWADI-GOMEZ-Y-COMPANIA-SOCIEDAD-
512825;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512615;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513065;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513147;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-SILA-PEREIRA-Y-COMPANIA-
512971;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512607;Persona_Juridica;Secuencial;000000000000;CARLOS-A-LA-COUTURE-HIJOS-LIMITAD
527040;Persona_Juridica;NIT;830053944;FIDUCIARIA COLPATRIA S.A
512576;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
513118;Persona_Juridica;Secuencial;000000000000;INVERSIONES-OSMAN-Y-COMPANIA-LIMI
513231;Persona_Juridica;Secuencial;000000000000;INMOBILIARIA-SANTA-MARTA-LIMITADA
512898;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512793;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-COOPERATIVA-DE-COLOMB
512874;Persona_Juridica;Secuencial;000000000000;CARLOS-LACOUTURE-E-HIJOS-LIMITADA
512660;Persona_Juridica;Secuencial;000000000000;CONSTRUCCIONES-E-INVERSIONES-SOFI
513096;Persona_Juridica;Secuencial;000000000000;CERRO-BLANCO-SOCIEDAD-ANONIMA
512803;Persona_Juridica;Secuencial;000000000000;METROAGUA-SOCIEDAD-ANONIMA
513154;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-MEDICA-DE-ESPECIALISTAS-
513203;Persona_Juridica;Secuencial;000000000000;INVERSIONES-GAIRACA-LIMITADA
512976;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
513060;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512604;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513050;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
513034;Persona_Juridica;Secuencial;000000000000;INVERSIONES-OSMAN-Y-COMPANIA-LIMI
512851;Persona_Juridica;Secuencial;000000000000;INVIMOR-INVERSIONES-OLARTE-MORALE
512844;Persona_Juridica;Secuencial;000000000000;DLENG-LIMITADA
513119;Persona_Juridica;Secuencial;000000000000;INVERSIONES-OSMAN-Y-COMPANIA-LIMI
512986;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512955;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513300;Persona_Juridica;Secuencial;000000000000;CONSTRUCTORA-LA-COQUERA-LIMITADA
513303;Persona_Juridica;Secuencial;000000000000;INVERSIONES-DR-LM-LIMITADA
512867;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512870;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513009;Persona_Juridica;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA
513252;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512299;Persona_Juridica;Cedula_Ciudadania;57300825;PERTUZ
513026;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512631;Persona_Juridica;Secuencial;000000000000;PLAYALINDA-SOCIEDAD-ANONIMA
512998;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
570697;Persona_Juridica;NIT;9011153434;MARLAC S.A.S
514376;Persona_Juridica;Cedula_Ciudadania;8600431866;SERVICIOS-FINANCIEROS-SOCIEDAD-AN
513125;Persona_Juridica;Secuencial;000000000000;SERNA-Y-COMPANIA-SOCIEDAD-ENCOMAN
513159;Persona_Juridica;Secuencial;000000000000;INVERSIONES-RYBIR-Y-COMPANIA-SOCI
513095;Persona_Juridica;Secuencial;000000000000;CERRO-BLANCO-SOCIEDAD-ANONIMA
513032;Persona_Juridica;Secuencial;000000000000;INVERSIONES-OSMAN-Y-COMPANIA-LIMI
512748;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-COMERCIAL-LIMON-LIMITADA
512757;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-COMERCIAL-LIMON-LIMITADA
513248;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512592;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512940;Persona_Juridica;Secuencial;000000000000;FIDUCIARIA-LA-PREVISORA-SOCIEDAD-
522195;Persona_Juridica;Cedula_Ciudadania;85151255;ALVARO 
512563;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-DE-BIBLIAS-Y-TRATADOS-LA
512934;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513064;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513306;Persona_Juridica;Secuencial;000000000000;INVERSIONES-OSMAN-Y-COMPANIA-LIMI
513250;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512797;Persona_Juridica;Secuencial;000000000000;INVERSIONES-VELASQUEZ-ALZAMORA-Y-
513273;Persona_Juridica;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD
513223;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
513201;Persona_Juridica;Secuencial;000000000000;FIDUCIARIA-DEL-VALLE-SOCIEDAD-ANO
513146;Persona_Juridica;Secuencial;000000000000;CONSTRUCCIONES-GAMMA-LIMITADA
512836;Persona_Juridica;Secuencial;000000000000;REPRESENTACIONES-CLEMENTE-Y-COMPA
512730;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513187;Persona_Juridica;Secuencial;000000000000;INVERSIONES-BERILIO-SOCIEDAD-ANON
512881;Persona_Juridica;Secuencial;000000000000;INVERORQUIDEA-SOCIEDAD-ANONIMA-SI
513097;Persona_Juridica;Secuencial;000000000000;CERRO-BLANCO-SOCIEDAD-ANONIMA
516452;Persona_Juridica;NIT;9013974581;EDILMA-AMPARO
512924;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512697;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-COOPERATIVA-DE-COLOMB
512930;Persona_Juridica;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA
512671;Persona_Juridica;Secuencial;000000000000;VIHENAA-SOCIEDAD-POR-ACCIONES-SIM
513132;Persona_Juridica;Secuencial;000000000000;CERRO-BLANCO-SOCIEDAD-ANONIMA
512627;Persona_Juridica;Secuencial;000000000000;CARLOS-LACOUTURE-E-HIJOS-LIMITADA
512546;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-MAGDALENA
512987;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
548305;Persona_Juridica;Secuencial;000000000000;ROMAR-LIMITADA
512808;Persona_Juridica;Secuencial;000000000000;CONSTRUCTORA-EL-ROSAL-LIMITADA
593428;Persona_Juridica;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD
513113;Persona_Juridica;Secuencial;000000000000;INVERSIONES-DONADO-LIMITADA
513081;Persona_Juridica;Secuencial;000000000000;ANTONELCAL-LIMITADA
512826;Persona_Juridica;Secuencial;000000000000;URBANIZACION-SANTA-FE-LIMITADA
513022;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513204;Persona_Juridica;Secuencial;000000000000;PAPACHAMA-ASOCIADOS-SOCIEDAD-ENCO
513089;Persona_Juridica;Secuencial;000000000000;CERRO-BLANCO-SOCIEDAD-ANONIMA
512866;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513239;Persona_Juridica;Secuencial;000000000000;AGRICOLA-BURITACA-LIMITADA
513091;Persona_Juridica;Secuencial;000000000000;VEVA-SOCIEDAD-EN-COMANDITA
513234;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513298;Persona_Juridica;Secuencial;000000000000;G-C-C-Y-COMPANIA-SOCIEDAD-EN-COMA
513218;Persona_Juridica;Secuencial;000000000000;AGRICOLA-BURITACA-LIMITADA
512845;Persona_Juridica;Secuencial;000000000000;INVIMOR-INVERSIONES-OLARTE-MORALE
512965;Persona_Juridica;Secuencial;000000000000;PALMA-CANDIDA-E-HIJOS
512810;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-MULTICOMERCIAL-LIMITADA
512837;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512970;Persona_Juridica;Secuencial;000000000000;AUQUE-HIDALGO-E-HIJAS-SOCIEDAD-EN
512725;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513123;Persona_Juridica;Secuencial;000000000000;INVERSIONES-OSMAN-Y-COMPANIA-LIMI
512909;Persona_Juridica;Secuencial;000000000000;COMERCIALIZADORA-PATRY-SOCIEDAD-P
512966;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512877;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512894;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513049;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512672;Persona_Juridica;Secuencial;000000000000;VIHENAA-SOCIEDAD-POR-ACCIONES-SIM
513084;Persona_Juridica;Secuencial;000000000000;URBANIZADORA-COBA-LIMITADA
513161;Persona_Juridica;Secuencial;000000000000;INVERSIONES-REYES-VELASQUEZ-Y-COM
512802;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-COMERCIAL-LIMON-LIMITADA
512785;Persona_Juridica;Secuencial;000000000000;DRUMMOND-LIMITADA
512778;Persona_Juridica;Secuencial;000000000000;GACEN-LIMITADA
513086;Persona_Juridica;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA
512957;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MAGGIO-LIMITADA
512823;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-CONSTRUCTORA-DEL-BARRIO-
512908;Persona_Juridica;Secuencial;000000000000;ORGANIZACION-RADIAL-OLIMPICA-SOCI
512545;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
513141;Persona_Juridica;Secuencial;000000000000;INVERSIONES-DIAZGRANADOS-LIMITADA
512696;Persona_Juridica;Secuencial;000000000000;PROMOTORA-EL-PORVENIR-LIMITADA
603639;Persona_Juridica;Secuencial;000000000000;RECIBANC-LIMITADA
512775;Persona_Juridica;Secuencial;000000000000;KONA-TURISTICA-LIMITADA
512933;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513245;Persona_Juridica;Secuencial;000000000000;DORIA-GUELL-Y-QUEVARA-Q-LIMITADA
512663;Persona_Juridica;Secuencial;000000000000;LOS-PORTALES-LIMITADA
512999;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513217;Persona_Juridica;Secuencial;000000000000;FAYAD-TATIS-Y-COMPANIA-SOCIEDAD-E
513297;Persona_Juridica;Secuencial;000000000000;DHAKA-CORP-SOCIEDAD-ACCIONES-SIMP
513227;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512637;Persona_Juridica;Secuencial;000000000000;INVERSIONES-T2-MH-SOCIEDAD-POR-
513006;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
617518;Persona_Juridica;Secuencial;000000000000;HERNANDEZ-COBA-LIMITADA
513153;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-PROYECTOS-AGRICOLAS-E-IN
513158;Persona_Juridica;Secuencial;000000000000;CONSTRUCCIONES-GAMMA-LIMITADA
512956;Persona_Juridica;Secuencial;000000000000;AGROPECUARIA-E-INVERSIONES-COTES-
512520;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-DEL-MAGDALENA
512731;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512713;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MAGGIO-LIMITADA
512547;Persona_Juridica;Secuencial;000000000000;HERNANDEZ-COBA-LIMITADA
512686;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512782;Persona_Juridica;Secuencial;000000000000;INVERSIONES-DONADO-LIMITADA
512555;Persona_Juridica;Secuencial;000000000000;ARCAS-INOMIBILIARIA-SOCIEDAD-ANON
513038;Persona_Juridica;Secuencial;000000000000;CERRO-BLANCO-SOCIEDAD-ANONIMA
513155;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-MEDICA-ESPECIALISTAS-LIM
513178;Persona_Juridica;Secuencial;000000000000;CERRO-BLANCO-SOCIEDAD-ANONIMA
512954;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512758;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-COMERCIAL-LIMON-LIMITADA
512551;Persona_Juridica;Secuencial;000000000000;ARCAS-INMOBILIARIA-SOCIEDAD-ANONI
512935;Persona_Juridica;Secuencial;000000000000;M-A-ZUNIGA-E-HIJOS-LIMITADA
512717;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513036;Persona_Juridica;Secuencial;000000000000;INVERSIONES-OSMAN-Y-COMPANIA-LIMI
512721;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513215;Persona_Juridica;Secuencial;000000000000;FAYAD-POLO-Y-COMPANIA-SOCIEDAD-EN
512927;Persona_Juridica;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA
513174;Persona_Juridica;Secuencial;000000000000;FIDUCIARIA-TEQUENDAMA-SOCIEDAD-AN
513138;Persona_Juridica;NIT;901613688;NULL
512815;Persona_Juridica;Secuencial;000000000000;VARGAS-Y-VARGAS-COMPANIA-SOCIEDAD
595240;Persona_Juridica;Secuencial;000000000000;INVERSIONES-DR-LM-LIMITADA
512617;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513053;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512985;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
617492;Persona_Juridica;Secuencial;000000000000;HERNANDEZ-COBA-LIMITADA
512900;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512694;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512626;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513279;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-CONSTRUCTORA-DEL-BARRIO-
513068;Persona_Juridica;Secuencial;000000000000;INVERSIONES-DONADO-LIMITADA
512820;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513143;Persona_Juridica;Secuencial;000000000000;D-Y-R-DURAN-Y-RONDON-LIMITADA
513233;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512969;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513179;Persona_Juridica;Secuencial;000000000000;SEDIVISA-SOCIEDAD-POR-ACCIONES-SI
512992;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
513304;Persona_Juridica;Secuencial;000000000000;CLINICA-AVELLANEDA-OTORRINO-LARIN
512684;Persona_Juridica;Secuencial;000000000000;M-A-ZUNIGA-E-HIJOS-LIMITADA
512688;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512722;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512942;Persona_Juridica;Secuencial;000000000000;INVERSIONES-SERRANO-OGLIASTRI-LIM
513308;Persona_Juridica;Secuencial;000000000000;CONSTRUCTORA-LA-COQUERA-LIMITADA
513202;Persona_Juridica;Secuencial;000000000000;ORGANIZACION-E-HADECHNY-E-HIJOS-L
513000;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512746;Persona_Juridica;Secuencial;000000000000;VARGAS-HERNMANOS-LIMITADA
513205;Persona_Juridica;Secuencial;000000000000;ZARROZA-Y-SUAREZ-LIMITADA
513172;Persona_Juridica;Secuencial;000000000000;ORGANIZACION-TERPEL-SOCIEDAD-ANON
512579;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512662;Persona_Juridica;Secuencial;000000000000;DISENOS-Y-CONSTRUCCIONES-LIMITADA
513117;Persona_Juridica;Secuencial;000000000000;CONSTRUCCIONES-E-INVERSIONES-SOFI
512614;Persona_Juridica;Secuencial;000000000000;M-A-ZUNIGA-E-HIJOS-LIMITADA
512943;Persona_Juridica;Secuencial;000000000000;INVERSIONES-SERRANO-OGLIASTRI-LIM
512635;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-EUDES-RUIZ-Y-COMPANIA-LI
513080;Persona_Juridica;Secuencial;000000000000;ANTONELCAL-LIMITADA
512849;Persona_Juridica;Secuencial;000000000000;INVERSIONES-PEGASO-LIMITADA
512792;Persona_Juridica;Secuencial;000000000000;INVERTUR-INVERSIONES-TURISTICAS-L
513191;Persona_Juridica;Secuencial;000000000000;HERMANOS-BONILLA-ARIAS-LIMITADA
512747;Persona_Juridica;Secuencial;000000000000;COSTERA-PROGESTUR-LIMITADA-Y-COMP
513222;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
513183;Persona_Juridica;Secuencial;000000000000;INVERSIONES-DONADO-LIMITADA
512879;Persona_Juridica;Secuencial;000000000000;CARLOS-A-LACOUTURE-E-HIJOS-LIMITA
512522;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512605;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513083;Persona_Juridica;Secuencial;000000000000;FIDUCIARIA-TEQUENDAMA-SOCIEDAD-AN
513093;Persona_Juridica;Secuencial;000000000000;PAPEL-MUEBLES-LIMITADA
513051;Persona_Juridica;Secuencial;000000000000;FIDUCOLOMBIA-SOCIEDAD-ANONIMA
513149;Persona_Juridica;Secuencial;000000000000;CERRO-BLANCO-SOCIEDAD-ANONIMA
512517;Persona_Juridica;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD
513129;Persona_Juridica;Secuencial;000000000000;INVERHOTELES-SOCIEDAD-ANONIMA
512783;Persona_Juridica;Secuencial;000000000000;LAS-ACACIAS-LIMITADA
512279;Persona_Juridica;Cedula_Ciudadania;19372906;HUBERTH
512519;Persona_Juridica;Secuencial;000000000000;COSTATEL-SOCIEDAD-ANONIMA-E-P-S
512833;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512632;Persona_Juridica;Secuencial;000000000000;PLAYALINDA-SOCIEDAD-ANONIMA
512761;Persona_Juridica;Secuencial;000000000000;INVERSIONES-ROUNDCORP-SOCIEDAD-AN
512669;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-DE-CAPITALIZACION-Y-AHOR
513005;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512613;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512556;Persona_Juridica;Secuencial;000000000000;ARCAS-INMOBILIARIA-SOCIEDAD-ANONI
513236;Persona_Juridica;Secuencial;000000000000;DUARTE-INVERSIONES-INVERSIONES-SO
512760;Persona_Juridica;Secuencial;000000000000;PROMIGAS-SOCIEDAD-ANONIMA
513240;Persona_Juridica;Secuencial;000000000000;INVERSIONES-LA-CASCADA-SOCIEDAD-A
512573;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-ZUME-LIMITADA
512554;Persona_Juridica;Secuencial;000000000000;ARCAS-INMOBILIARIA-SOCIEDAD-ANONI
512561;Persona_Juridica;Secuencial;000000000000;MALIDINA-SOCIEDAD-ANONIMA
513251;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
613675;Persona_Juridica;Secuencial;000000000000;URBANIZACION-LOS-CERROS-LIMITADA
513152;Persona_Juridica;Secuencial;000000000000;DISGRAFICAS-LIMITADA
512759;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-COMERCIAL-LIMON-LIMITADA
512518;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512714;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512880;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513255;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA
512668;Persona_Juridica;Secuencial;000000000000;SOCIEDAD-DE-CAPITALIZACION-Y-AHOR
513270;Persona_Juridica;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD
512638;Persona_Juridica;Secuencial;000000000000;RASTA-LIMITADA
512715;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513200;Persona_Juridica;Secuencial;000000000000;EFICARGA-LIMITADA
512897;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512527;Persona_Juridica;Secuencial;000000000000;INVERSIONES-TROUT-GUARDIOLA-LIMIT
512932;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512574;Persona_Juridica;Secuencial;000000000000;URBANIZADORA-SANTA-MARTA-LIMITADA
512822;Persona_Juridica;Secuencial;000000000000;UNIVERSIDAD-DEL-MAGDALENA
513301;Persona_Juridica;Secuencial;000000000000;CONSTRUCTORA-LA-COQUERA-LIMITADA
512582;Persona_Juridica;Secuencial;000000000000;INVERSIONES-SERRANO-OGLIASTRI-LIM
599526;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
512712;Persona_Juridica;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA
513186;Persona_Juridica;Secuencial;000000000000;INMOBILIARIOS-SOCIEDAD-POR
512608;Persona_Juridica;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA
512997;Persona_Juridica;Secuencial;000000000000;ANILLOS-E-HIJOS-SOCIEDAD-A
512953;Persona_Juridica;Secuencial;000000000000;INVERSIONES-SERRANO-OGLIASTRI-LIM
