t_id_interesado;tipo_interesado;tipo_documento;documento_identidad;primer_nombre;primer_apellido
604623;Persona_Natural;Secuencial;000000000000;JOSE-LACOUTURE-Y-COMPANIA-LIMITAD;
604790;Persona_Natural;Secuencial;000000000000;CONSULTORIAS-Y-PROVEDORES-EN-SALU;
596820;Persona_Natural;Secuencial;000000000000;INDERENA;
601608;Persona_Natural;Secuencial;000000000000;CORELCA-CORPORACION-ELECTRICA-DE-;
597747;Persona_Natural;Secuencial;000000000000;CAJA-DE-CREDITO-AGRARIO-I-M;
601833;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
601058;Persona_Natural;Secuencial;000000000000;ADINEG-ADMINISTRADORA-DE-INVERSIO;
600796;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
651289;Persona_Natural;Cedula_Ciudadania;26818842;GONZALEZ-CUEVAS-ISABEL-MARIA;
600819;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
598395;Persona_Natural;Secuencial;000000000000;CARIBE-CENTRO-DE-LA-COSTA-SOCIEDA;
598658;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-DE-LOS-TESTIGOS;
639365;Persona_Natural;Secuencial;000000000000;APOSAN;
600053;Persona_Natural;Secuencial;000000000000;LONDONO-GIRALDO-Y-COMPANIA-LIMITA;
593916;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
597897;Persona_Natural;Secuencial;000000000000;ECOVIP-CORPORACION-ECOLOGICA-DE-V;
604005;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-MARQUE;
601359;Persona_Natural;Secuencial;000000000000;EMBOROMAN-EMBOTELLADORA-ROMAN-SOC;
600804;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
597243;Persona_Natural;Secuencial;000000000000;POLICIA-NACIONAL;
597718;Persona_Natural;Secuencial;000000000000;MERCADO-COMUNITARIO-DE-BASTIDAS;
603370;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-CABANA;
600822;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
568800;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-MAMATO;
603728;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DEL-ORINO;
597834;Persona_Natural;Secuencial;000000000000;ESCUELA-NUEVA-DEL-PASO-TERAN-NUME;
603440;Persona_Natural;Secuencial;000000000000;ASOKOGUIS-ASOCIACION-CRISTIANA-DE;
515387;Persona_Natural;Cedula_Ciudadania;19181519;WILLIAM ALFREDO AKLE DONADO;
597435;Persona_Natural;Secuencial;000000000000;COMPANIA-AGRICOLA-EL-RECREO-SOCIE;
600823;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
596562;Persona_Natural;Secuencial;000000000000;LA-NACION-POR-CONDUCTO-DEL-FONDO-;
598386;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-TAGANGA;
604477;Persona_Natural;Secuencial;000000000000;RESGUARDO-KOGI-ARSARIO;
605211;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-QUEBRADA-;
598229;Persona_Natural;Secuencial;000000000000;INVISAN-INSTITUTO-DISTRITAL-DE-VI;
605023;Persona_Natural;Secuencial;000000000000;PUESTO-DE-SALUD-11-DE-NOVIEMBRE;
597685;Persona_Natural;Secuencial;000000000000;IGLESIA-EVANGELICA-CUADRANGULAR;
604484;Persona_Natural;Secuencial;000000000000;FERROCARRILES-NACIONALES-DE-COLOM;
603967;Persona_Natural;Secuencial;000000000000;IGLESIA-NUESTRA-SENORA-DEL-CARMEN;
600791;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
601678;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
605276;Persona_Natural;Secuencial;000000000000;INSTITUCION-EDUCATIVA-RURAL-LA-TA;
601915;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-TAGANG;
599748;Persona_Natural;Secuencial;000000000000;CAJA-DE-VIVIENDA-MILITAR;
600825;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
600844;Persona_Natural;Secuencial;000000000000;CENTRO-MEDICO-Y-COMERCIAL-LOS-ALC;
603736;Persona_Natural;Secuencial;000000000000;MINISTERIO-DEL-MEDIO-AMBIENTE;
596010;Persona_Natural;Secuencial;000000000000;CENTRO-SOCIAL-CHINO;
602590;Persona_Natural;Secuencial;000000000000;DESARROLLO-Y-CONSULTORIA-DEL-LITO;
595125;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
593976;Persona_Natural;Secuencial;000000000000;I-C-B-F-INSTITUTO-COLOMBIANO-DE-B;
603708;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-BURITACA;
603193;Persona_Natural;Secuencial;000000000000;I-E-D-EL-PANTANO-SEDE-LA-FLORIDA;
601233;Persona_Natural;Secuencial;000000000000;HOCAR-SINDICATO-NACIONAL-DE-TRABA;
597153;Persona_Natural;Secuencial;000000000000;DEFENSA-CIVIL-COLOMBIANA;
601576;Persona_Natural;Secuencial;000000000000;CONJUNTO-RESIDENCIAL-VILLA-DANY;
597726;Persona_Natural;Secuencial;000000000000;LA-NACION;
594582;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
603707;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-BURITACA;
598699;Persona_Natural;Secuencial;000000000000;CAJA-DE-VIVIENDA-MILITAR;
602974;Persona_Natural;Secuencial;000000000000;COOMUTAYRONA-COOPERATIVA-COMUNITA;
609396;Persona_Natural;Cedula_Ciudadania;13475734;HECTOR ALDANA PEREZ;
604964;Persona_Natural;Secuencial;000000000000;EXTERNADO-NACIONAL-DE-BACHILLERAT;
532323;Persona_Natural;Cedula_Ciudadania;4972652;BRICENO-DEL-RIO-RAFAEL;
597618;Persona_Natural;Secuencial;000000000000;COMUNIDAD-ADVENTISTA;
598171;Persona_Natural;Secuencial;000000000000;AEREONAUTICA-CIVIL;
595610;Persona_Natural;Secuencial;000000000000;ASOVIAC-ASOCIACION-PROVIVIENDA-PO;
596624;Persona_Natural;Secuencial;000000000000;INSTITUTO-COLOMBIANO-BIENESTAR;
598187;Persona_Natural;Secuencial;000000000000;INES-LACOUTURE-DE-VIVES-Y-COMPANI;
596870;Persona_Natural;Secuencial;000000000000;LOCOMILLA-ZULUAGA-GIL-Y-COMPANIA-;
601286;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DEL-BARRI;
601142;Persona_Natural;Secuencial;000000000000;ADEMPROBLOQUES-ASOCIACION-DE-MUJE;
601832;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
604938;Persona_Natural;Secuencial;000000000000;CAMPO-DIAZ-GRANADOS-Y-COMPANIA-SO;
599100;Persona_Natural;Secuencial;000000000000;CLUB-DE-LEONES-SIMON-BOLIVAR;
598408;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-TAGANGA;
593873;Persona_Natural;Secuencial;000000000000;JAVIER-FANDINO-GONZALEZ-Y-COMPANI;
595203;Persona_Natural;Secuencial;000000000000;EMPOMARTA-S-A-EMPRESA-DE-OBRAS-SA;
598289;Persona_Natural;Secuencial;000000000000;AGRUPACION-COMERCIAL-CENTRO-EJECU;
595423;Persona_Natural;Secuencial;000000000000;BANCO-COMERCIAL-DE-BARRANQUILLA-E;
595799;Persona_Natural;Secuencial;000000000000;BIENESTAR-SOCIAL-DE-POLICIA-NACIO;
602798;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-LA-URB;
601657;Persona_Natural;Secuencial;000000000000;HOTELES-DECAMERON-COLOMBIA-SOCIED;
595453;Persona_Natural;Secuencial;000000000000;ARBELAEZ-BATEMAN-Y-COMPANIA-SOCIE;
602326;Persona_Natural;Secuencial;000000000000;IGLESIA-EVANGELISTA-CUADRANGULAR;
597265;Persona_Natural;Secuencial;000000000000;I-C-B-F-INSTITUTO-COLOMBIANO-DE-B;
604806;Persona_Natural;Secuencial;000000000000;PENSIOCON-ASOCIACION-DE-PENSIONAD;
604718;Persona_Natural;Secuencial;000000000000;IGLESIA-EVANGELICA-TEMPLO-BIBLICO;
596833;Persona_Natural;Secuencial;000000000000;COLOMBIA-TELECOMUNICACIONES-SOCIE;
604968;Persona_Natural;Secuencial;000000000000;APOSMAR-EMPRESARIOS-DE-APUESTAS-P;
604368;Persona_Natural;Secuencial;000000000000;ASOVIAC-ASOCIACION-PROVIVIENDA-PO;
596365;Persona_Natural;Secuencial;000000000000;DIMAR-MINISTERIO-DE-DEFENSA-NACIO;
603905;Persona_Natural;Secuencial;000000000000;IGLESIA-COMUNIDAD-EVANGELICA-EBEN;
601100;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
602616;Persona_Natural;Secuencial;000000000000;LACOUTURE-PINEDO-Y-COMPANIA-SOCIE;
601307;Persona_Natural;Secuencial;000000000000;CORPORACION-DE-PESCADORES-CHINCHO;
598769;Persona_Natural;Secuencial;000000000000;CALEROMAG-Y-SANTRICH-CONSTRUCCION;
597630;Persona_Natural;Secuencial;000000000000;PARQUE-MUNICIPAL-BONDA;
596726;Persona_Natural;Secuencial;000000000000;CAJAMAG-CAJA-DE-COMPENSACION-FAMI;
603117;Persona_Natural;Secuencial;000000000000;ACCION-COMUNAL-DE-LA-REVUELTA;
602006;Persona_Natural;Secuencial;000000000000;CAVIPETROL-CORPORACION-DE-LOS-TRA;
605047;Persona_Natural;Secuencial;000000000000;ILUSTRISIMO-SENOR-OBISPO-DE-LA-DI;
600928;Persona_Natural;Secuencial;000000000000;PEDRO-N-AHUMADA-Y-COMPANIA-LIMITA;
600801;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
594569;Persona_Natural;Secuencial;000000000000;TALLER-COMUNAL-PRODUCTIVO-BIENEST;
600816;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
603079;Persona_Natural;Secuencial;000000000000;SANTA-CRUZ-DE-LA-BAHIA-CONSTRUCCI;
595027;Persona_Natural;Secuencial;000000000000;ASAMBLEA-IGLESIA-CRISTIANA;
602188;Persona_Natural;Secuencial;000000000000;COORPORACION-PESCADORES-CHINCHORR;
602990;Persona_Natural;Secuencial;000000000000;MISION-EVANGELICA;
593804;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
595123;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
595129;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
599062;Persona_Natural;Secuencial;000000000000;INMOBILIARIA-OLARTE-MORALES-LIMIT;
597298;Persona_Natural;Secuencial;000000000000;EMPOMARTA-EMPRESA-DE-OBRAS-SANITA;
604188;Persona_Natural;Secuencial;000000000000;COMERSANLTDA-COMERCIALIXZADORA-SA;
601178;Persona_Natural;Secuencial;000000000000;J-A-MARTINEZ-PINEDO-Y-COMPANIA-LI;
603574;Persona_Natural;Secuencial;000000000000;FEDEMACGRAW-FONDO-DE-EMPLEADOS-DE;
595395;Persona_Natural;Secuencial;000000000000;J-MONTOYA-V-Y-COMPANIA;
603693;Persona_Natural;Cedula_Ciudadania;000000000000;ASOCIACION-CRISTIANA-DE-INDIGENAS;
600987;Persona_Natural;Secuencial;000000000000;IGLESIA-CUADRANGULAR;
596700;Persona_Natural;Secuencial;000000000000;SISTEMA-ESTRATEGICO-DE-TRANSPORTE;
600287;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
539436;Persona_Natural;Cedula_Extranjeria;79288941;HECTOR;
594943;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
600163;Persona_Natural;Secuencial;000000000000;VALENCIA-Y-ESTRADA-S-EN-C;
597088;Persona_Natural;Secuencial;000000000000;COLMENA-ESTABLECIMIENTO-BANCARIO;
604434;Persona_Natural;Secuencial;000000000000;INDERENA;
600871;Persona_Natural;Secuencial;000000000000;CENTRO-MEDICO-Y-COMERCIAL-LOS-ALC;
600806;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
601614;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-ASENTAMIE;
600827;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
600299;Persona_Natural;Secuencial;000000000000;CENTRO-COMUNITARIO-ONCE-DE-NOVIEM;
603339;Persona_Natural;Secuencial;000000000000;VINOR-ASOCIACION-MINI-CADENA-PROD;
596324;Persona_Natural;Secuencial;000000000000;MALLAS-TORRES-HERMANOS-TORRES-Y-C;
597862;Persona_Natural;Secuencial;000000000000;ACCION-COMUNAL;
594287;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
601484;Persona_Natural;Secuencial;000000000000;UNIDAD-ADMINISTRATIVA-ESPECIAL-LI;
596142;Persona_Natural;Secuencial;000000000000;ARROCERA-ROPEZU-Y-COMPANIA-LIMITA;
603860;Persona_Natural;Secuencial;000000000000;SECRETARIA-DE-SALUD-DEL-MAGDALENA;
603938;Persona_Natural;Secuencial;000000000000;SUPERINTENDENCIA-DE-NOTARIADO-Y-R;
600074;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
603587;Persona_Natural;Secuencial;000000000000;POLICIA-NACIONAL-C-A-I-DEL-MERCAD;
597732;Persona_Natural;Secuencial;000000000000;PUESTO-DE-SALUD-GUACHACA;
597928;Persona_Natural;Secuencial;000000000000;INDERENA-INSTITUTO-DE-DESARROLLO-;
604996;Persona_Natural;Secuencial;000000000000;CONVENCION-BAUTISTA-COLOMBIANA;
600445;Persona_Natural;Secuencial;000000000000;EMPOMARTA-EMPRESA-DE-OBRAS-SANITA;
595127;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
605097;Persona_Natural;Secuencial;000000000000;RADIO-CADENA-NACIONAL-TRANSMISORE;
603569;Persona_Natural;Secuencial;000000000000;DIRECION-NACIONAL-DE-ESTUPERFACIE;
596625;Persona_Natural;Secuencial;000000000000;CORPAVI-CORPORACION-DE-AHORRO-Y-V;
609401;Persona_Natural;Cedula_Ciudadania;57412421;DUMIS CECILIA ROJAS PUCHE;
596627;Persona_Natural;Secuencial;000000000000;CORPAVI-CORPORACION-DE-AHORRO-Y-V;
604651;Persona_Natural;Secuencial;000000000000;ASPROVIC-ASOCIACION-PROVIVIENDA-C;
603483;Persona_Natural;Secuencial;000000000000;EMPOMARTA-EMPRESAS-PUBLICAS-MUNIC;
602020;Persona_Natural;Secuencial;000000000000;COMUDES-COOPERATIVA-MULTIACTIVA-D;
598210;Persona_Natural;Secuencial;000000000000;IGLESIA-CONCILIO-EVANGELICO-DIOS-;
604011;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-MARQUE;
603435;Persona_Natural;Secuencial;000000000000;ASOKOGUIS-ASOCIACION-CRISTIANA-DE;
601711;Persona_Natural;Secuencial;000000000000;AGRUPACION-COMERCIAL-CENTRO-EJECU;
602377;Persona_Natural;Secuencial;000000000000;B-B-V-A-COLOMBIA-BANCO-BILBAO-VIZ;
600910;Persona_Natural;Secuencial;000000000000;REPAUTOS-ALMACEN-DE-REPUESTOS-PAR;
605085;Persona_Natural;Secuencial;000000000000;INMOBILIARIA-NABULSI-ABUSAID-Y-CO;
602678;Persona_Natural;Secuencial;000000000000;COLEGIO-JOSE-MARIA-CORDOBA-DE-AGU;
600288;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
604475;Persona_Natural;Secuencial;000000000000;AGROPECUARIA-NUESTRA-SENORA-LIMIT;
603896;Persona_Natural;Secuencial;000000000000;ARRECIFES-SOCEIDAD-ANONIMA;
600864;Persona_Natural;Secuencial;000000000000;CENTRO-MEDICO-Y-COMERCIAL-LOS-ALC;
596409;Persona_Natural;Secuencial;000000000000;REFRIGERACION-CALEFACION-CARIB;
603956;Persona_Natural;Secuencial;000000000000;CLUBDETCAR-CLUB-DEPORTIVO-TORNCAL;
603288;Persona_Natural;Secuencial;000000000000;ASOPLAM-ASOCIACION-DE-PESCADORES-;
595121;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
603825;Persona_Natural;Secuencial;000000000000;COLEGIO-BELLA-VISTA;
600793;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
594018;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
595685;Persona_Natural;Secuencial;000000000000;MAGALY-JOSEFINA-THIELMANN-ABELLO-;
600872;Persona_Natural;Secuencial;000000000000;CENTRO-MEDICO-Y-COMERCIAL-LOS-ALC;
600446;Persona_Natural;Secuencial;000000000000;EMPOMARTA-EMPRESA-DE-OBRAS-SANITA;
532938;Persona_Natural;Cedula_Ciudadania;5039670;ARIAS-VILLAREAL-SALOMON;
600282;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
594256;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
604359;Persona_Natural;Secuencial;000000000000;EDITORIAL-LIBROS-Y-LIBRES-SOCIEDA;
600932;Persona_Natural;Secuencial;000000000000;PROCONSTRUCCIONES-DEL-MAGDALENA-L;
596529;Persona_Natural;Secuencial;000000000000;INDISTRAN-INSTITUTO-DISTRITAL-DE-;
609399;Persona_Natural;Cedula_Ciudadania;1004352473;MARIANA ISABEL MARCUCCI CAMPO;
605106;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-ASAMBLEA-DE-DIO;
604864;Persona_Natural;Secuencial;000000000000;CAJAMAG-CAJA-DE-COMPENSACION-FAMI;
598492;Persona_Natural;Secuencial;000000000000;ESPA-COMPANIA-DE-ACUEDUCTO-Y-ALCA;
594966;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
613122;Persona_Natural;Cedula_Ciudadania;51880459;LUCIA;
601099;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
600826;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
595501;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-DE-LOS-TESTIGO-;
600818;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
514474;Persona_Natural;Cedula_Ciudadania;28013925;NAVARRO GILMA;
601984;Persona_Natural;Secuencial;000000000000;INSPECCION-DE-POLICIA;
599889;Persona_Natural;Secuencial;000000000000;CORPORACION-GENERAL-DE-ADVENTISTA;
601163;Persona_Natural;Secuencial;000000000000;INNOVAR-ESPACIO-CONSTRUCTIVO-LIMI;
605289;Persona_Natural;Secuencial;000000000000;COLEGIO-QUEBRADA-VALENCIA;
595415;Persona_Natural;Secuencial;000000000000;INDISTRAN-INSTITUTO-DISTRITAL-DE-;
599049;Persona_Natural;Secuencial;000000000000;CORPORACION-DE-UNIFICACION-SUPERI;
603184;Persona_Natural;Secuencial;000000000000;ESCUELA-MIXTA-EL-CURVAL;
603078;Persona_Natural;Secuencial;000000000000;SANTA-CRUZ-DE-LA-BAHIA-CONSTRUCCI;
595569;Persona_Natural;Secuencial;000000000000;ESCUELA-RURAL-MIXTA-EL-YUCAL;
598593;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-VEREDA-LO;
604009;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-MARQUE;
602900;Persona_Natural;Secuencial;000000000000;SENA-SERVICIO-NACIONAL-DE-APRENDI;
603750;Persona_Natural;Secuencial;000000000000;INDERENA;
597682;Persona_Natural;Secuencial;000000000000;CASA-CURAL;
598940;Persona_Natural;Secuencial;000000000000;INSTITUCION-EDUCATIVA-DE-OCCIDENT;
604862;Persona_Natural;Secuencial;000000000000;VALENCIA-Y-COMPANIA-SOCOEDAD-ENCO;
601737;Persona_Natural;Secuencial;000000000000;COOETERMARIT-COPERATIVA-DE-PENSIO;
602621;Persona_Natural;Secuencial;000000000000;I-C-A-INSTITUTO-COLOMBIANO-AGROPE;
594236;Persona_Natural;Secuencial;000000000000;CIRCULO-DE-SUBOFICIALES-DE-LAS-FU;
596155;Persona_Natural;Secuencial;000000000000;ALBERYOL-INC;
601083;Persona_Natural;Secuencial;000000000000;INVERCA-INVERSORA-DEL-CARIBE-SOCI;
602365;Persona_Natural;Secuencial;000000000000;CARCEL-JUDICIAL-DE-SANTA-MARTA;
595732;Persona_Natural;Secuencial;000000000000;FERROVIAS-EMPRESA-COLOMBIANA-DE-V;
603892;Persona_Natural;Secuencial;000000000000;TAIRONACA-TURISMO-ECOLOGICO-Y-ARQ;
598410;Persona_Natural;Secuencial;000000000000;COMERCIALIZADORA-DE-PUBLICIDAD-BI;
595613;Persona_Natural;Secuencial;000000000000;ASOCIACION-COLONIA-DE-CHIRIGUANA;
594181;Persona_Natural;Secuencial;000000000000;CARCEL-DEL-DISTRITO-JUDICIAL-DE-S;
595005;Persona_Natural;Secuencial;000000000000;INSTITUCION-EDUCATIVA-DISTRITAL-O;
599982;Persona_Natural;Secuencial;000000000000;EMPOMARTA-EMPRESA-DE-OBRAS-SANITA;
605139;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-LA-VICTORIA;
594106;Persona_Natural;Secuencial;000000000000;INSTITUTO-NACIONAL-DE-VIAS-INVIAS;
599734;Persona_Natural;Secuencial;000000000000;PALMAS-OLEAGINOSAS-DEL-MAGDALENA-;
594110;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
598813;Persona_Natural;Secuencial;000000000000;ESTEBAN-RODRIGUEZ-COMPANIA-LIMITA;
598910;Persona_Natural;Secuencial;000000000000;CORPORACION-MINUTO-DE-DIOS;
595119;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
595728;Persona_Natural;Secuencial;000000000000;COMAINTER-COMERCIOS-INTERNACIONAL;
597061;Persona_Natural;Secuencial;000000000000;INSTITUCION-EDUCATIVA-NUEVO-AMANE;
601127;Persona_Natural;Secuencial;000000000000;PARQUE-CLUB-SORRENTO;
594211;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
597216;Persona_Natural;Secuencial;000000000000;MUNICIPIO-DE-SANTA-MARTA;
600286;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
599762;Persona_Natural;Secuencial;000000000000;BIENES-DE-LA-IGLESIA;
603424;Persona_Natural;Secuencial;000000000000;COMUNIDAD-FRANCISCANA-COLEGIO-SAN;
603180;Persona_Natural;Secuencial;000000000000;PUESTO-DE-SALUD-DE-SAN-ISIDRO;
601567;Persona_Natural;Secuencial;000000000000;CONJUNTO-RESIDENCIAL-VILLA-DANY;
593813;Persona_Natural;Secuencial;000000000000;EEE;
604661;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-VILLA-MAR;
594188;Persona_Natural;Secuencial;000000000000;PARROQUIA-DE-NUESTRA-SENORA-DE-FA;
605134;Persona_Natural;Secuencial;000000000000;COMPANIA-DE-GERENCIAMIENTO-DE-ACT;
600820;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
600154;Persona_Natural;Secuencial;000000000000;LEGION-DE-MARIA-DE-SANTA-MARTA;
597587;Persona_Natural;Secuencial;000000000000;SENA-SERVCIO-NACIONAL-DE-APRENDIZ;
593598;Persona_Natural;Secuencial;000000000000;ASOCIACION-RENOVACION-CARISMATICA;
604650;Persona_Natural;Secuencial;000000000000;ASPROVIC-ASOCIACION-PROVIVIENDA-C;
595607;Persona_Natural;Secuencial;000000000000;ASOVIAC-ASOCIACION-PROVIVIENDA-PO;
600599;Persona_Natural;Secuencial;000000000000;POLICIA-NACIONAL;
593878;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
602802;Persona_Natural;Secuencial;000000000000;CONCILIO-DE-LAS-ASAMBLEAS-DE-DIOS;
602898;Persona_Natural;Secuencial;000000000000;SENA-SERVICIO-NACIONAL-DE-APRENDI;
598097;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-TAGANGA;
600141;Persona_Natural;Secuencial;000000000000;COMITE-ORGANIZADOR-DE-LOS-SEXTOS;
596569;Persona_Natural;Secuencial;000000000000;COOTRASENA-COOPERATIVA-INTEGRAL-D;
601308;Persona_Natural;Secuencial;000000000000;CORPORACION-DE-PESCADORES-CHINCHO;
515386;Persona_Natural;Cedula_Ciudadania;1032403289;NICOLAS ALBERTO RESTREPO PAEZ;
597095;Persona_Natural;Secuencial;000000000000;ASOCIACION-DE-VIVIENDA-SANTA-MART;
