t_id_predio;numero_predial;t_id_tramitecatastral;t_id_fuenteadministrativa;ente_emisor;oficina_origen;ciudad_origen;numero_fuente
3010407;470010002000000076901901010214;1186615;492569;NOTARIA 4;;;639
813577;470010115000003920002000000000;1181705;284061;NOTARIA SEGUNDA DE SANTA MARTA;;;1384
821797;470010106000000560901901060042;1182203;346542;NOTARIA 4;;;369
1003727;470010114000000160015000000000;1179588;291327;NOTARIA TERCERA SANTA MARTA;;;2917
1018059;470010102000002320902900000076;1183056;356424;NOTARIA TERCERA DE SANTA MARTA;;;1475
1008048;470010106000000560901904040224;1186694;492275;NOTARIA 4;;;334
1060088;470010002000000070905924040473;1180963;304083;NOTARIA QUINTA DE BOGOTA;;;3677
1000163;470010002000000010489000000000;1181076;304303;NOTARIA TERCERA SANTA MARTA;;;1581
939386;470010002000000070903920010384;1183931;452669;NOTARIA SEGUNDA DE SANTA MARTA;;;1525
1036597;470010002000000070903913030249;1185089;467544;NOTARIA SEGUNDA DE SANTA MARTA;;;1380
689576;470010104000000060901900000048;1181102;304542;NOTARIA SEGUNDA DE SANTA MARTA;;;1439
667660;470010002000000070902903040054;1184952;467474;NOTARIA TERCERA DE SANTA MARTA;;;1902
660120;470010002000000070905901050019;1183186;358789;NOTARIA QUINTA DE BOGOTA D.C.;;;922
964953;470010106000000560901901020015;1186702;493349;NOTARIA 4;;;1876
813782;470010002000000065861000000000;1181136;297781;NOTARIA CUARTA DE SANTA MARTA;;;486
721828;470010002000000070903906030112;1180757;326400;NOTARIA SEGUNDA DE SANTA MARTA;;;2401
729905;470010002000000070905901020005;1182330;347204;NOTARIA CUARTA DE SANTA MARTA;;;3344
1014473;470010002000000070902906020107;1185235;467617;NOTARIA TERCERA DE SANTA MARTA;;;2308
1060125;470010002000000070903911050220;1182634;348513;NOTARIA SEGUNDA DE SANTA MARTA;;;2953
1028528;470010002000000076901908020162;1187391;499572;NOTARIA 4;;;1173
664413;470010002000000070902908040154;1182720;349310;NOTARIA TERCERA DE SANTA MARTA;;;2627
722026;470010002000000070903913030251;1185107;467553;NOTARIA SEGUNDA DE SANTA MARTA;;;1463
721119;470010002000000070902910010183;1182680;348844;NOTARIA TERCERA DE SANTA MARTA;;;2728
667062;470010002000000070905904030071;1183129;357271;NOTARIA TERCERA DE SANTA MARTA;;;821
786526;470010116000002670002500000001;1181526;307497;NOTARIA CUARTA DE SANTA MARTA;;;2361
675506;470010002000000070902911040214;1185181;467590;NOTARIA TERCERA DE SANTA MARTA;;;3016
860701;470010003000000010215000000000;1180446;298409;NOTARIA SEGUNDA SANTA MARTA;;;413
659950;470010002000000070905918010343;1180700;300996;NOTARIA TERCERA DE SANTA MARTA;;;1743
823655;470010115000005900018000000000;1185637;483334;NOTARIA PRIMERA DE SANTA MARTA;;;1368
681625;470010108000000060902902160156;1184108;454006;NOTARIA CUARTA DE SANTA MARTA;;;969
808201;470010003000000050137000000000;1186065;484998;NOTARIA SEGUNDA DE SANTA MARTA;;;314
1003753;470010002000000070903918050357;1181789;323850;NOTARIA SEGUNDA DE SANTA MARTA;;;413
721830;470010002000000070903907030130;1183474;378075;NOTARIA SEGUNDA DE SANTA MARTA;;;1521
1000652;470010115000006690027000000000;1185684;483540;NOTARIA TERCERA DE SANTA MARTA;;;1208
902728;470010002000000070903909010164;1183380;377907;NOTARIA SEGUNDA DE SANTA MARTA;;;2239
1052462;470010002000000070903904040074;1184948;467472;NOTARIA SEGUNDA DE SANTA MARTA;;;1523
1054699;470010002000000023792000000000;1179673;293647;NOTARIA PRIMERA DE SANTA MARTA;;;2584
903475;470010102000000710024000000000;1179945;295433;NOTARIA PRIMERA DE SANTA MARTA;;;1484
1069815;470010002000000070903907010123;1183510;378093;NOTARIA SEGUNDA DE SANTA MARTA;;;1398
800146;470010002000000070905903010041;1183159;357536;NOTARIA TERCERA DE SANTA MARTA;;;1351
940269;470010002000000070902912040234;1185233;467616;NOTARIA QUINTA DE BOGOTA D.C.;;;4407
790325;470010106000004960010000000000;1180966;304257;NOTARIA 4 DE SANTA MARTA;;;1786
721862;470010002000000070903908020148;1183425;378050;NOTARIA SEGUNDA DE SANTA MARTA;;;1743
912399;470010002000000070905909030170;1182530;347785;NOTARIA TERCERA DE SANTA MARTA;;;1061
1041332;470010002000000021394000000000;1180456;298412;NOTARIA TERCERA DE SANTA MARTA;;;966
657877;470010002000000076901905070519;1181619;343612;NOTARIA 4;;;1618
763533;470010115000006650901900000529;1180055;295499;NOTARIA PRIMERA DE SANTA MARTA;;;2963
658560;470010109000002580801800000088;1183165;358265;NOTARIA SEGUNDA DE SANTA MARTA;;;1802
822260;470010002000000070905921040415;1182444;347461;NOTARIA TERCERA DE SANTA MARTA;;;1655
694444;470010002000000070905910010181;1182334;347215;NOTARIA TERCERA DE SANTA MARTA;;;1493
658551;470010102000002500801800000052;1185453;480575;NOTARIA SEGUNDA SANTA MARTA;;;182
976888;470010002000000070905908050157;1182509;347763;NOTARIA QUINTA DE BOGOT�;;;1533
915771;470010106000000710006000000000;1179884;295155;NOTARIA PRIMERA DE SANTA MARTA;;;2283
3013323;470010002000000076901903050375;1186740;493660;NOTARIA 2;;;1128
1020685;470010002000000070902914020266;1185069;467533;NOTARIA TERCERA DE SANTA MARTA;;;1874
781004;470010107000000440801800000029;1186180;478601;NOTARIA CUARTA SANTA MARTA;;;1903
722250;470010002000000070903919020367;1183249;377655;NOTARIA SEGUNDA DE SANTA MARTA;;;2879
1044411;470010101000001870901900000037;1180298;298241;ARACATACA DE ARACATACA;;;543
984841;470010112000001200003000000000;1186393;486988;NOTARIA SEGUNDA DE SANTA MARTA;;;1879
1020599;470010002000000070905910050197;1182370;347378;NOTARIA CUARTA DE SANTA MARTA;;;3035
689278;470010002000000070903902030030;1183955;452706;NOTARIA SEGUNDA DE SANTA MARTA;;;2630
893460;470010002000000023102000000000;1180258;297403;NOTARIA CUARTA DE SANTA MARTA;;;818
660140;470010002000000070903923030452;1180754;326394;NOTARIA QUINTA DE BOGOTA D.C.;;;4550
967193;470010002000000070905913010243;1186867;492290;NOTARIA TERCERA DE SANTA MARTA;;;1898
952533;470010110000000220004000000000;1185954;484555;NOTARIA SEGUNDA DE SANTA MARTA;;;1856
726817;470010002000000076901904030421;1179714;294924;NOTARIA 4;;;664
721812;470010002000000070903904030071;1185038;467517;NOTARIA SEGUNDA DE SANTA MARTA;;;2361
1020570;470010002000000070901900000000;1184552;461425;NOTARIA 4;;;1346
662469;470010002000000070905911010201;1182376;347396;NOTARIA TERCERA DE SANTA MARTA;;;967
706398;470010002000000064549000000000;1184570;461705;NOTARIA TERCERA DE SANTA MARTA;;;1323
887050;470010101000001480001000000000;1180294;298238;NOTARIA TERCERA DE SANTA MARTA;;;249
826537;470010113000000460010000000000;1185419;479588;ALCALDIA DISTRITAL DE SANTA MARTA;;;1725
781581;470010103000001990020000000000;1181216;301535;ALCALDIA DISTRITAL DE SANTA MARTA;;;780
720241;470010002000000070902904040073;1185242;467620;NOTARIA TERCERA DE SANTA MARTA;;;2570
824381;470010115000004350001000000000;1182780;353605;NOTARIA SEGUNDA DE SANTA MARTA;;;2118
958085;470010003000000040253000000000;1180370;298286;NOTARIA PRIMERA DE SANTA MARTA;;;1135
726940;470010002000000076901905010466;1181866;343856;NOTARIA 4;;;616
1003725;470010103000000050901900000032;1184185;454407;NOTARIA CUARTA DE SANTA MARTA;;;3125
719956;470010002000000070902902020027;1182665;348778;NOTARIA TERCERA DE SANTA MARTA;;;1922
813128;470010002000000070903903010042;1181780;323801;NOTARIA SEGUNDA DE SANTA MARTA;;;1664
1066665;470010002000000070905901010004;1183201;359746;NOTARIA TERCERA DE SANTA MARTA;;;1817
801129;470010002000000070903908030151;1183418;378047;NOTARIA SEGUNDA DE SANTA MARTA;;;1326
722513;470010002000000070903922050440;1184815;466469;NOTARIA SEGUNDA DE SANTA MARTA;;;2554
1048693;470010002000000070905927020527;1186921;492290;NOTARIA TERCERA DE SANTA MARTA;;;1898
796989;470010110000000830901900000386;1182744;489482;NOTARIA SEGUNDA DE BUCARAMANGA;;;1302
747551;470010110000000380906900001576;1185744;410345;NOTARIA TREINTA Y NUEVE DE BOGOTA;;;0593
1048738;470010104000000910903901000212;1185977;478284;NOTARIA TERCERA DE SANTA MARTA;;;139
968006;470010002000000070905924040476;1184736;465783;NOTARIA QUINTA DE BOGOTA;;;2851
965585;470010002000000070905915040294;1186769;492290;NOTARIA TERCERA DE SANTA MARTA;;;1898
660036;470010002000000070903915030290;1180859;302934;NOTARIA SEGUNDA DE SANTA MARTA;;;1820
761988;470010002000000076901903030355;1180651;300049;NOTARIA 4;;;49
971957;470010104000000910903901150183;1185979;478284;NOTARIA TERCERA DE SANTA MARTA;;;139
658070;470010002000000070902913030251;1184980;467488;NOTARIA TERCERA DE SANTA MARTA;;;2608
1024293;470010002000000070902901020007;1185067;467532;NOTARIA TERCERA DE SANTA MARTA;;;1872
1060916;470010106000008030003000000000;1185704;483592;ESCRITURA TERCERA DE SANTA MARTA;;;861
722722;470010002000000070905905030091;1183096;357254;NOTARIA TERCERA DE SANTA MARTA;;;686
721115;470010002000000070902909050177;1183546;378271;NOTARIA QUINTA DE BOGOTA D.C.;;;4580
893450;470010103000004510011000000000;1180252;297400;NOTARIA PRIMERA SANTA MARTA;;;536
1016710;470010104000000910903901000190;1185957;478284;NOTARIA TERCERA DE SANTA MARTA;;;139
952369;470010101000001290901900000030;1186968;495782;NOTARIA PRIMERA DE SANTA MARTA;;;0591
790699;470010002000000070902904010063;1185102;467550;NOTARIA TERCERA DE SANTA MARTA;;;2752
893119;470010002000000060917900007226;1180188;297373;NOTARIA SEGUNDA DE SANTA MARTA;;;2134
778986;470010104000000910903901080165;1185884;478284;NOTARIA TERCERA DE SANTA MARTA;;;139
1064126;470010002000000070905920010383;1182366;347362;NOTARIA TERCERA DE SANTA MARTA;;;1662
712223;470010001000000021277500000002;1181323;305013;NOTARIA CUARTA DE SANTA MARTA;;;1676
1045428;470010002000000070905905050098;1180937;303951;NOTARIA QUINTA DE SANTA MARTA;;;3023
658066;470010002000000070902910050199;1182695;348993;NOTARIA QUINTA DE BOGOTA D.C.;;;4062
657831;470010002000000040901901010145;1182012;344381;NOTARIA 3;;;1732
720977;470010002000000070902907050138;1182814;354124;NOTARIA TERCERA DE SANTA MARTA;;;2922
797009;470010110000000640905900000877;1183670;489444;NOTARIA SETENTA Y DOS DE SANTA MARTA;;;866
719753;470010002000000070902901020008;1185080;467539;NOTARIA TERCERA DE SANTA MARTA;;;1608
722640;470010002000000070905904010062;1183145;357279;NOTARIA QUINTA DE BOGOT�;;;3217
661840;470010002000000060917900007091;1180571;299104;NOTARIA CUARTA DE SANTA MARTA;;;1406
785928;470010106000000560901901060046;1181337;305032;NOTARIA 4;;;3350
660448;470010002000000070905920040395;1182388;305984;NOTARIA TERCERA DE SANTA MARTA;;;1728
823655;470010115000005900018000000000;1185649;483334;NOTARIA PRIMERA DE SANTA MARTA;;;1368
1028867;470010002000000070902907040134;1185213;467606;NOTARIA TERCERA DE SANTA MARTA;;;2440
721201;470010002000000070902911050218;1185244;467621;NOTARIA TERCERA DE SANTA MARTA;;;414
685260;470010002000000070903906020106;1184631;462848;NOTARIA SEGUNDA DE SANTA MARTA;;;352
1064172;470010002000000070903918040356;1182547;348138;NOTARIA SEGUNDA DE SANTA MARTA;;;1281
1069867;470010002000000070903920030392;1182592;348336;NOTARIA SEGUNDA DE SANTA MARTA;;;2339
1020634;470010002000000066570000000000;1179633;291352;NOTARIA TERCERA DE SANTA MARTA;;;1608
701057;470010002000000060916900007037;1179705;294918;NOTARIA SEGUNDA SANTA MARTA;;;1018
714023;470010103000006580037000000000;1179522;290509;ALCALDIA DISTRITAL DE SANTA MARTA;;;503
699388;470010002000000076901906020537;1180827;302832;NOTARIA 4;;;154
917516;470010103000001820023000000000;1180541;299087;NOTARIA TERCERA DE SANTA MARTA;;;3050
735040;470010002000000022492500000023;1179527;290513;NOTARIA CUARTA DE SANTA MARTA;;;2359
1028549;470010102000003660005000000000;1179915;295175;NOTARIA CUARTA DE SANTA MARTA;;;2298
1069765;470010002000000070902911030210;1184964;467480;NOTARIA TERCERA DE SANTA MARTA;;;2656
828045;470010115000006810901900000467;1183217;361147;NOTARIA TERCERA SANTA MARTA;;;1313
743395;470010109000002580801800000309;1179607;291339;NOTARIA PRIMERA DE SANTA MARTA;;;1679
3007710;470010002000000076901907060625;1187015;496256;NOTARIA 4;;;1895
803002;470010003000000060104000000000;1184583;461999;NOTARIA TERCERA DE SANTA MARTA;;;1900
740257;470010106000000560901901080057;1181346;305037;NOTARIA 4;;;221
1033653;470010102000003850032000000000;1184371;445896;NOTARIA PRIMERA DE SANTA MRTA;;;1884
3011514;470010002000000040901901010034;1186689;492279;NOTARIA 3;;;3881
710199;470010102000002500902900000175;1179683;293653;NOTARIA CUARTA SANTA MARTA;;;1164
1009473;470010002000000076901905040496;1181204;342794;NOTARIA 4;;;2191
1024154;470010115000004350019000000000;1180342;298271;NOTARIA TERCERA DE SANTA MARTA;;;3149
829558;470010106000000310168000000000;1186185;488369;NOTARIA SEGUNDA DE SANTA MARTA;;;650
721862;470010002000000070903908020148;1183424;378050;NOTARIA SEGUNDA DE SANTA MARTA;;;1743
668401;470010104000000930906902110479;1186607;492537;NOTARIA TERCERA DE SANTA MARTA;;;1615
731015;470010002000000076901905070520;1181621;343617;NOTARIA 4;;;1802
3007080;470010002000000040901901010029;1186709;492279;NOTARIA 3;;;3881
1060077;470010002000000070905915010283;1180951;304057;NOTARIA TERCERA DE SANTA MARTA;;;1446
905273;470010002000000070903908010143;1183434;378055;NOTARIA SEGUNDA DE SANTA MARTA;;;1466
1017145;470010002000000070902914050280;1182891;354163;NOTARIA TERCERA DE SANTA MARTA;;;2455
884747;470010002000000070905904020065;1183141;357277;NOTARIA TERCERA DE SANTA MARTA;;;1453
1048802;470010103000000570801800000014;1185406;486280;NOTARIA PRIMERA SANTA MARTA;;;2744
721976;470010002000000070903911050217;1184780;466304;NOTARIA SEGUNDA DE SANTA MARTA;;;387
666475;470010102000003900017000000000;1183081;357224;NOTARIA PRIMERA DE SANTA MARTA;;;1950
891837;470010108000000060902902170159;1184115;454010;NOTARIA CUARTA DE SANTA MARTA;;;2623
796991;470010002000000076901908020180;1183665;489431;NOTARIA 4;;;1292
727005;470010002000000076901906060574;1182030;344634;NOTARIA 4;;;435
3017067;470010002000000076901901060252;1187218;498099;NOTARIA 4;;;2410
1032558;470010002000000076901905010472;1181145;342549;NOTARIA 4;;;2292
893452;470010002000000023170000000000;1180271;297411;NOTARIA CUARTA DE SANTA MARTA;;;2172
1069785;470010002000000070902916020305;1182839;354138;NOTARIA TERCERA DE SANTA MARTA;;;1784
798920;470010115000001710005000000000;1180398;298379;NOTARIA SEGUNDA DE SANTA MARTA;;;614
1009491;470010002000000070905914040274;1183116;357264;NOTARIA QUINTA DE BOGOT�;;;1400
1041328;470010115000004960023000000000;1179878;295152;NOTARIA TERCERA SANTA MARTA;;;1335
910158;470010114000000370024000000000;1180373;298290;NOTARIA PRIMERA DE SANTA MARTA;;;2532
822121;470010002000000070905920050399;1182402;344388;NOTARIA TERCERA DE SANTA MARTA;;;1914
1046683;470010002000000070902915010281;1182888;354162;NOTARIA TERCERA DE SANTA MARTA;;;2174
1046699;470010002000000070902914020265;1183019;356036;NOTARIA TERCERA DE SANTA MARTA;;;2072
1024105;470010002000000070903901030011;1183812;449222;NOTARIA QUINTA DE BOGOTÃ¯Â¿Â½;;;2838
675375;470010002000000070903902020025;1183276;377669;NOTARIA SEGUNDA DE SANTA MARTA;;;2818
823655;470010115000005900018000000000;1185636;483334;NOTARIA PRIMERA DE SANTA MARTA;;;1368
1069909;470010002000000070905909020166;1183524;378250;NOTARIA TERCERA DE SANTA MARTA;;;1518
690949;470010106000000560901901070049;1182210;346556;NOTARIA 4;;;3399
813802;470010102000003800014000000000;1181748;297769;;;;
1034996;470010108000000060902901050005;1183782;447878;NOTARIA CUARTA DE SANTA MARTA;;;2061
747312;470010110000000830901900000199;1186117;484795;NOTARIA VEINTINUEVE DE BOGOTA;;;3499
931260;470010002000000060918900007585;1185331;448530;NOTARIA TERCERA DE SANTA MARTA;;;369
722784;470010002000000070905913030251;1182540;347806;NOTARIA TERCERA DE SANTA MARTA;;;661
864412;470010108000000060902901120045;1183650;489446;NOTARIA CUARTA DE SANTA MARTA;;;1614
1011637;470010002000000070903924040474;1181800;323917;NOTARIA SEGUNDA DE SANTA MARTA;;;391
663068;470010108000000060902901170073;1183969;452925;NOTARIA CUARTA DE SANTA MARTA;;;220
721427;470010002000000070902913050259;1185110;467554;NOTARIA TERCERA DE SANTA MARTA;;;2615
868542;470010108000000060902902080096;1184005;453951;NOTARIA CUARTA DE SANTA MARTA;;;975
789896;470010002000000070905917040336;1180740;302744;NOTARIA TERCERA DE SANTA MARTA;;;2020
721986;470010002000000070903913010242;1184985;467491;NOTARIA SEGUNDA DE SANTA MARTA;;;1562
959971;470010002000000070903906040114;1184934;467244;NOTARIA SEGUNDA DE SANTA MARTA;;;418
1052590;470010002000000070902912050237;1184530;461366;NOTARIA TERCERA DE SANTA MARTA;;;1053
745458;470010002000000070903913050257;1184889;466965;NOTARIA SEGUNDA DE SANTA MARTA;;;1323
801129;470010002000000070903908030151;1183419;378047;NOTARIA SEGUNDA DE SANTA MARTA;;;1326
1060188;470010103000000050901900000033;1180204;297362;NOTARIA SEGUNDA DE SANTA MARTA;;;937
786532;470010105000001150901900000035;1181534;307505;NOTARIA PRIMERA SANTA MARTA;;;2505
1056260;470010104000000910903901050159;1185709;478284;NOTARIA TERCERA DE SANTA MARTA;;;139
909767;470010002000000076901907050622;1180925;302967;NOTARIA 4;;;1653
865417;470010106000009780002000000000;1186072;480013;NOTARIA 1 DE SANTA MARTA;;;573
914570;470010002000000070902916010301;1182859;354148;NOTARIA QUINTA DE BOGOTA D.C.;;;3860
671763;470010110000000400904900000589;1184321;421674;NOTARIA PRIMERA DE SANTA MARTA;;;238
1006789;470010002000000070905904030072;1184861;466831;NOTARIA TERCERA DE SANTA MARTA;;;1084
1024289;470010107000000070904900000151;1186800;494252;NOTARIA TERCERA DE SANTA MARTA;;;2742
657817;470010006000000020527000000000;1185355;449010;INCORA DE SANTA MARTA;;;663
