t_id_predio;numero_predial;fecha_inicio_tenencia;fecha_documento_fuente
1064079;470010002000000076901908010110;2019-11-26;2020-11-24
721159;470010002000000070902911010202;2021-11-30;2022-01-28
722910;470010002000000070905919050380;2022-09-16;2022-11-18
3016782;470010002000000070902915040295;2021-04-30;2021-05-18
1052470;470010002000000070903905050097;2021-12-07;2022-01-12
1024293;470010002000000070902901020007;2021-08-25;2021-09-24
662467;470010002000000070905907030129;2022-05-25;2022-07-12
1009491;470010002000000070905914040274;2022-04-30;2022-06-29
1069875;470010002000000070903920050398;2021-10-05;2021-11-04
698563;470010002000000070905908040155;2022-06-25;2022-08-31
1009477;470010002000000076901905070515;2019-09-05;2020-11-24
1069729;470010002000000070902905050098;2021-08-31;2021-09-24
1052486;470010002000000070903908050159;2021-09-20;2021-10-22
787976;470010002000000076901908010108;2019-12-09;2020-11-24
722598;470010002000000070905902020027;2022-05-13;2022-07-29
1069759;470010002000000070902910040195;2021-10-25;2021-12-02
963984;470010002000000040901900000079;2016-12-20;2016-12-23
961479;470010106000000560901901050037;2021-12-23;2022-04-08
660472;470010002000000070905927040534;2021-08-30;2021-09-13
659683;470010002000000070905913040255;2022-06-21;2022-09-27
1003844;470010002000000070903911010203;2021-11-22;2022-01-19
3019248;470010002000000070902907020127;2021-04-30;2021-05-18
722429;470010002000000070903921040416;2021-08-30;2021-10-07
676067;470010003000000010083000000000;2022-07-01;2022-07-13
3019866;470010002000000076901901030227;2019-11-08;2020-11-24
965193;470010002000000070905911020207;2021-08-30;2021-09-13
740355;470010002000000070902909010163;2022-05-23;2022-07-29
664424;470010002000000070902911010203;2021-10-27;2021-11-30
1060114;470010002000000070903910040194;2021-11-30;2022-01-12
722648;470010002000000070905908010144;2022-07-12;2022-09-22
659922;470010002000000070905917050337;2022-09-08;2022-10-24
3011514;470010002000000040901901010034;2016-12-20;2016-12-23
678815;470010002000000070905926040515;2022-07-19;2022-09-22
944536;470010106000000560901905030265;2022-02-09;2022-02-14
824516;470010002000000070902909030169;2021-11-11;2022-01-25
1000007;470010002000000070903921010404;2021-10-29;2022-02-10
1028600;470010002000000076901901040237;2019-08-30;2020-11-24
861088;470010002000000070903904010062;2021-12-07;2022-01-19
942984;470010002000000070905927030531;2021-08-30;2021-09-13
659948;470010002000000070905912010221;2022-07-05;2022-09-14
1069783;470010002000000070902914010264;2021-09-27;2021-11-24
666230;470010002000000070903904050080;2021-11-05;2021-12-22
1028699;470010106000000560901902050104;2022-01-25;2022-04-08
719707;470010002000000070902901020005;2021-07-16;2021-09-03
726914;470010002000000076901905070514;2019-07-22;2020-11-24
1026745;470010002000000070902907030129;2022-02-17;2022-04-05
981809;470010002000000070905907030130;2021-08-30;2021-09-13
747363;470010106000000560901902020076;2021-01-24;2022-04-08
1069767;470010002000000070902910020188;2021-11-30;2022-01-28
951607;470010002000000070905910020185;2022-05-02;2022-07-06
800062;470010002000000076901901020221;2019-10-10;2020-11-24
902728;470010002000000070903909010164;2021-10-22;2021-12-07
943082;470010002000000040901900000131;2016-12-20;2016-12-23
1033125;470010002000000076901903010338;2019-02-15;2020-11-24
821345;470010106000000560901902040096;2021-12-27;2022-04-08
861086;470010002000000070903901050018;2021-07-23;2021-08-24
660095;470010104000000910903901140181;2018-01-23;2018-02-02
659977;470010002000000070903914040275;2021-11-18;2021-12-20
721119;470010002000000070902910010183;2021-11-29;2022-01-28
662469;470010002000000070905911010201;2022-05-05;2022-09-07
965576;470010106000000560901901040026;2021-11-08;2022-04-08
3010410;470010002000000076901901080268;2019-10-03;2020-11-24
671658;470010002000000070903907010124;2021-10-08;2021-11-24
659745;470010002000000070903923050457;2021-11-18;2021-12-20
1020599;470010002000000070905910050197;2022-09-23;2022-11-23
1021184;470010002000000070903903010043;2022-02-18;2022-05-10
685258;470010002000000070903905020086;2021-09-27;2021-10-27
1069817;470010002000000070903906010103;2021-11-04;2021-12-07
968949;470010106000000560901904010195;2022-02-09;2022-02-14
1069831;470010002000000070903912030230;2022-03-26;2022-06-15
657984;470010106000000560901901060044;2022-01-20;2022-04-08
796923;470010104000000910903901000186;2018-01-23;2018-02-02
719805;470010002000000070902901010004;2022-03-01;2022-05-09
667046;470010002000000076901908010098;2019-02-15;2020-11-24
796767;470010104000000910903901120177;2018-01-23;2018-02-02
926024;470010002000000070903916050318;2021-09-24;2021-10-15
710189;470010002000000076901903080397;2018-12-26;2020-11-24
1036519;470010002000000040901900000106;2016-12-20;2016-12-23
721616;470010002000000070902914040276;2021-07-26;2021-09-24
1024123;470010002000000070905903020046;2022-06-07;2022-08-01
720495;470010002000000070902904020067;2022-03-08;2022-04-08
1069885;470010002000000070905901030010;2022-05-06;2022-07-07
3017361;470010002000000076901902020286;2019-06-28;2020-11-24
729018;470010002000000070902903020045;2021-10-12;2021-11-26
821761;470010106000000560901901040025;2021-11-08;2022-04-08
967895;470010002000000040901900000100;2016-12-20;2016-12-23
659994;470010002000000070905922050437;2021-08-30;2021-09-13
1014280;470010002000000076901904040430;2019-05-10;2020-11-24
1014473;470010002000000070902906020107;2021-10-14;2021-11-24
1040902;470010002000000070903917020327;2021-09-24;2021-10-15
3012465;470010002000000040901901010136;2017-05-02;2017-05-22
710191;470010002000000076901904010401;2019-03-19;2020-11-24
667062;470010002000000070905904030071;2022-04-21;2022-06-14
3006705;470010002000000070903917040336;2021-11-22;2021-12-20
964107;470010002000000070905925030490;2021-08-30;2021-09-13
660432;470010002000000070903917010322;2022-02-17;2022-05-13
1032844;470010002000000070902916050318;2021-08-04;2021-09-30
3023805;470010002000000076901904070456;2019-05-14;2020-11-24
955505;470010002000000070903910050199;2021-11-23;2022-01-19
720201;470010002000000070902904040074;2021-10-15;2021-12-06
1006797;470010002000000076901903070392;2019-04-25;2020-11-24
687579;470010002000000070905905020088;2022-04-26;2022-06-14
974652;470010002000000070903901030012;2021-08-20;2021-10-07
847782;470010002000000076901904040432;2019-04-24;2020-11-24
848519;470010002000000076901903070389;2019-06-19;2020-11-24
3017493;470010002000000076901908020199;2019-05-21;2020-11-24
1048808;470010002000000070902912030232;2021-11-19;2022-02-28
667660;470010002000000070902903040054;2021-08-30;2021-09-28
1024142;470010002000000070905921020408;2022-07-12;2022-09-14
1052466;470010002000000070903905010083;2021-09-27;2021-11-05
1048705;470010106000000560901903040158;2022-02-09;2022-02-14
784875;470010002000000070905924030470;2022-08-30;2022-10-31
728316;470010002000000070903909040174;2021-08-27;2021-10-15
659036;470010002000000070905911040215;2021-08-30;2021-09-13
1052488;470010002000000070903909050178;2021-11-29;2022-01-19
3017142;470010002000000076901908010118;2020-06-19;2020-11-24
965808;470010002000000070905927040536;2021-08-30;2021-09-13
657751;470010002000000070905909040174;2022-05-18;2022-09-27
808201;470010003000000050137000000000;2016-02-12;2016-02-26
954811;470010002000000076901905010470;2019-07-19;2020-11-24
1015568;470010002000000070903905050098;2021-11-18;2021-12-20
1032877;470010002000000070902901050020;2021-08-12;2021-09-24
796807;470010104000000910903901020150;2018-01-23;2018-02-02
1016998;470010106000000560901903010135;2022-02-09;2022-02-14
3019224;470010002000000076901901040239;2020-11-06;2020-11-24
1008055;470010002000000070903922010422;2021-11-18;2022-02-10
659939;470010002000000076901904060447;2019-08-14;2020-11-24
719753;470010002000000070902901020008;2021-07-27;2021-08-20
1040861;470010106000000560901901010006;2021-11-12;2022-04-08
1048693;470010002000000070905927020527;2021-08-30;2021-09-13
784964;470010002000000070905923050458;2022-09-13;2022-11-02
660068;470010002000000070903916030309;2022-02-18;2022-05-13
666254;470010104000000910903901020151;2018-01-23;2018-02-02
657819;470010002000000076901902010279;2019-05-15;2020-11-24
1070124;470010002000000076901904030419;2019-05-15;2020-11-24
1056213;470010106000000560901903040157;2022-02-09;2022-02-14
759129;470010002000000070902905010084;2021-09-29;2021-11-24
1056155;470010002000000076901908020170;2019-10-08;2020-11-24
821791;470010106000000560901901050039;2022-01-27;2022-04-08
1048714;470010002000000070903914030269;2021-07-23;2021-08-24
1045387;470010002000000070905905030089;2022-06-07;2022-10-18
727374;470010002000000076901905030484;2019-09-10;2020-11-24
721962;470010002000000070903912030232;2021-11-11;2021-12-15
1036804;470010002000000070902916020308;2021-09-03;2021-11-30
659377;470010002000000070905913050257;2022-07-06;2022-08-25
683418;470010002000000070905921010403;2021-08-30;2021-09-13
966313;470010002000000070905905030090;2021-08-30;2021-09-13
1056252;470010106000000560901902060105;2022-04-06;2022-04-08
3020523;470010002000000076901908010151;2019-09-03;2020-11-24
796877;470010104000000910903901000197;2018-01-23;2018-02-02
722135;470010002000000070903917020325;2021-12-03;2022-04-22
1069881;470010002000000070903923050458;2022-02-14;2022-05-13
939088;470010002000000070903912040233;2021-12-30;2022-04-07
3017286;470010002000000076901901050248;2020-02-27;2020-11-24
721659;470010002000000070902916010302;2021-11-03;2022-01-25
967963;470010002000000076901904050436;2019-05-14;2020-11-24
1028571;470010002000000076901902060317;2019-12-13;2020-11-24
1056225;470010002000000040901901030043;2016-12-20;2016-12-23
3017109;470010002000000076901902030292;2019-05-27;2020-11-24
3007719;470010002000000076901901070258;2019-12-02;2020-11-24
722012;470010002000000070903912040234;2021-11-24;2022-01-12
657998;470010002000000070903921040415;2021-11-10;2021-12-16
824520;470010002000000070902916050320;2021-08-18;2021-09-29
813172;470010002000000070903907010122;2021-11-25;2022-03-24
1048736;470010104000000910903901000208;2018-01-23;2018-02-02
657775;470010002000000070905919030370;2022-07-19;2022-09-14
721978;470010002000000070903912020227;2022-02-17;2022-06-10
3010914;470010002000000070903909030171;2021-09-20;2021-10-27
1069789;470010002000000070902915030290;2021-12-15;2022-02-04
951466;470010002000000070905902010023;2022-05-03;2022-06-21
1040713;470010002000000070905923030449;2021-08-30;2021-09-13
721746;470010002000000070903903040055;2021-08-02;2021-08-24
675397;470010002000000070903912020225;2021-11-12;2021-12-16
939228;470010002000000070903919050377;2021-07-15;2021-08-13
678920;470010002000000070905909040176;2022-06-28;2022-09-12
1040906;470010002000000070903923030450;2021-11-18;2021-12-20
808201;470010003000000050137000000000;2016-02-12;2019-12-30
965131;470010002000000040901901010174;2016-12-20;2016-12-23
722688;470010002000000070905909010162;2022-04-30;2022-06-21
3008562;470010002000000070903911050219;2021-04-30;2021-05-19
719709;470010002000000070902901020006;2021-10-15;2021-11-22
721517;470010002000000070902914030269;2021-08-03;2021-08-23
974583;470010002000000070905914050279;2021-08-30;2021-09-13
722780;470010002000000070905915030290;2022-06-29;2022-09-12
726940;470010002000000076901905010466;2019-04-11;2020-11-24
722080;470010002000000070903914030272;2021-07-23;2021-09-15
1041497;470010002000000070903923030451;2021-11-23;2022-01-19
999928;470010002000000076901904050440;2019-06-17;2020-11-24
664375;470010106000000560901902080123;2021-11-09;2022-04-08
1032558;470010002000000076901905010472;2019-11-25;2020-11-24
971866;470010002000000070905923020447;2022-07-15;2022-10-07
759007;470010002000000070902911050217;2022-02-18;2022-04-08
1048655;470010002000000076901903040361;2018-12-10;2020-11-24
1056368;470010002000000070902916020306;2021-08-12;2022-01-28
666248;470010002000000070903921050418;2021-12-06;2022-01-19
730861;470010002000000070905910030190;2022-06-09;2022-08-01
722530;470010002000000070903924010462;2021-11-25;2022-03-24
675413;470010002000000070902901040014;2021-10-27;2021-11-30
721786;470010002000000070903904040075;2021-11-04;2021-12-07
732003;470010002000000070905904020067;2022-04-28;2022-06-23
940477;470010106000000560901903050165;2022-02-09;2022-02-14
884939;470010002000000076901905040494;2019-07-19;2020-11-24
727985;470010002000000070903924040475;2022-02-16;2022-04-05
678117;470010002000000070903907050140;2021-08-10;2021-08-25
676113;470010002000000070903922010423;2021-11-12;2022-01-19
1064244;470010002000000070902912030229;2022-02-17;2022-04-05
702301;470010104000000910903901060160;2018-01-23;2018-02-02
968067;470010106000000560901902020077;2022-01-06;2022-04-08
801901;470010002000000070902911040213;2021-11-29;2022-01-28
1045460;470010002000000076901904020409;2019-05-17;2020-11-24
788005;470010002000000070905916030310;2022-09-16;2022-11-02
1063081;470010002000000040901901010134;2018-12-14;2019-01-23
662463;470010002000000076901901080267;2019-10-25;2020-11-24
846881;470010104000000910903901000207;2018-01-23;2018-02-02
729907;470010002000000070905905010083;2022-05-13;2022-07-29
657956;470010002000000070903903040054;2021-07-23;2021-08-13
659725;470010106000000560901901040028;2021-11-23;2022-04-08
659737;470010002000000070903921020405;2021-08-19;2021-09-15
710205;470010002000000076901903080398;2018-12-28;2020-11-24
3018585;470010002000000076901902050311;2019-11-14;2020-11-24
684861;470010002000000070903901030009;2021-08-31;2021-10-07
671660;470010002000000070903910050198;2021-11-30;2022-04-07
885260;470010002000000070905918050358;2022-05-05;2022-09-05
1069889;470010002000000070905901030012;2022-08-12;2022-10-07
675385;470010002000000070902910050198;2021-11-19;2022-01-28
721029;470010002000000070902908010144;2022-04-22;2022-06-14
1069921;470010002000000070905915010282;2022-05-26;2022-07-29
721290;470010002000000070902911050219;2021-10-19;2021-11-30
1009745;470010002000000070902914010262;2021-11-24;2022-01-28
666234;470010002000000070903907020127;2021-07-23;2021-08-24
680244;470010106000000560901902050098;2022-02-25;2022-04-08
1060083;470010002000000070905921030411;2022-09-19;2022-11-18
719998;470010002000000070902902010021;2021-10-15;2021-11-24
720497;470010002000000070902904050078;2021-11-02;2021-11-30
1014471;470010002000000070902907010123;2022-03-14;2022-06-23
740010;470010002000000070903905050100;2021-10-22;2021-12-07
1070136;470010002000000076901905020473;2020-07-10;2020-11-24
684914;470010002000000070903922050437;2022-07-12;2022-10-25
1056260;470010104000000910903901050159;2018-01-23;2018-02-02
676111;470010002000000070903907020128;2021-08-02;2021-09-02
1069715;470010002000000070902902050038;2021-08-14;2021-12-09
3021567;470010002000000076901908020168;2019-04-23;2020-11-24
691023;470010106000000560901901080060;2022-03-17;2022-04-08
796881;470010104000000910903901000213;2018-01-23;2018-02-02
1032762;470010106000000560901901030022;2021-11-09;2022-04-08
721703;470010002000000070903902050038;2021-08-24;2021-09-30
666203;470010002000000070905909030172;2022-06-03;2022-08-01
720002;470010002000000070902901030011;2021-08-18;2021-09-24
943838;470010106000000560901903010131;2022-02-09;2022-02-14
1069807;470010002000000070903903020045;2021-11-09;2022-01-19
944269;470010106000000560901903080190;2022-02-09;2022-02-14
659133;470010002000000070903915010282;2021-11-03;2021-12-15
683505;470010104000000910903901000199;2018-01-23;2018-02-02
824492;470010002000000070902909020167;2022-02-17;2022-03-31
971959;470010104000000910903901000204;2018-01-23;2018-02-02
