t_id_interesado;tipo_interesado;tipo_documento;documento_identidad;primer_nombre;primer_apellido
599040;Persona_Natural;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA;
598705;Persona_Natural;Secuencial;000000000000;INVERSIONES-SERRANO-OGLIASTRI-LIM;
594629;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
598823;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
608696;Persona_Natural;Cedula_Ciudadania;36540984;ANDREA LEONOR NOGUERA AARON;
595351;Persona_Natural;Secuencial;000000000000;LOS-PORTALES-LIMITADA;
597606;Persona_Natural;Secuencial;000000000000;M-A-ZUNIGA-E-HIJOS-LIMITADA;
596666;Persona_Natural;Secuencial;000000000000;SANCHEZ-PORTO-Y-COMPANIA-LIMITADA;
596549;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-CORREGIMI;
599133;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIA-LIMITADA;
594514;Persona_Natural;Secuencial;000000000000;COMAINTER-COMERCIOS-INTERNACIONAL;
599043;Persona_Natural;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA;
604070;Persona_Natural;Secuencial;000000000000;SINDICATO-DE-TRABAJADORES-DE-TELE;
598381;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
597669;Persona_Natural;Secuencial;000000000000;SOCIEDAD-CONSTRUCTORA-DEL-BARRIO-;
595624;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
592272;Persona_Natural;Secuencial;000000000000;COSTATEL-SOCIEDAD-ANONIMA-E-P-S;
598657;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
596717;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL;
602181;Persona_Natural;Secuencial;000000000000;SENA-SERVICIO-NACIONAL-DE-APRENDI;
594541;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
595630;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
596491;Persona_Natural;Secuencial;000000000000;CURIA-SANTA-MARTA;
592555;Persona_Natural;Secuencial;000000000000;EEE;
604423;Persona_Natural;Secuencial;000000000000;CONSTRUCTORA-LA-COQUERA-LIMITADA;
598554;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
639406;Persona_Natural;Secuencial;000000000000;LOS-PORTALES-LIMITADA;
600992;Persona_Natural;Secuencial;000000000000;INVERSIONES-DIAZGRANADOS-LIMITADA;
599846;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
603509;Persona_Natural;Secuencial;000000000000;MUNICIPIO-DE-SANTA-MARTA;
594820;Persona_Natural;Secuencial;000000000000;CENTRO-SOCIAL-CHINO;
603512;Persona_Natural;Secuencial;000000000000;INVERSIONES-LA-CASCADA-SOCIEDAD-A;
599983;Persona_Natural;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA;
598808;Persona_Natural;Secuencial;000000000000;BIENES-DE-LA-IGLESIA;
594587;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
604560;Persona_Natural;Secuencial;000000000000;INVERSIONES-DAVILA-LIMITADA;
599999;Persona_Natural;Secuencial;000000000000;CENTRO-MEDICO-Y-COMERCIAL-LOS-ALC;
600038;Persona_Natural;Secuencial;000000000000;REPAUTOS-ALMACEN-DE-REPUESTOS-PAR;
597925;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
603942;Persona_Natural;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD;
598769;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
594808;Persona_Natural;Secuencial;000000000000;INVERSIONES-ESPINOZA-PACHECO-LIMI;
604187;Persona_Natural;Secuencial;000000000000;MUNICIPIO-DE-SANTA-MARTA;
595777;Persona_Natural;Secuencial;000000000000;ECOCINTO-LIMITADA;
602177;Persona_Natural;Secuencial;000000000000;COOMUTAYRONA-COOPERATIVA-COMUNITA;
595622;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
596851;Persona_Natural;Secuencial;000000000000;INVERSORA-ALFA-LIMITADA;
603944;Persona_Natural;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD;
599912;Persona_Natural;Secuencial;000000000000;COMPANIA-AGRICOLA-EL-RECREO-SOCIE;
597854;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
596978;Persona_Natural;Secuencial;000000000000;SERPA-Y-VEGA-LIMITADA;
595458;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
597697;Persona_Natural;Secuencial;000000000000;MONASTERIO-DE-INMACULADA-CONCEPCI;
601816;Persona_Natural;Secuencial;000000000000;LACOUTURE-PINEDO-Y-COMPANIA-SOCIE;
602253;Persona_Natural;Secuencial;000000000000;PROMOTORA-CASTRO-PANESSO-LIMITADA;
602961;Persona_Natural;Secuencial;000000000000;ARRECIFES-SOCEIDAD-ANONIMA;
601263;Persona_Natural;Secuencial;000000000000;LA-NACION-INDERENA;
598703;Persona_Natural;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD;
603243;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-MARQUE;
599027;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
595409;Persona_Natural;Secuencial;000000000000;VIHENAA-SOCIEDAD-POR-ACCIONES-SIM;
604501;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-QUEBRADA-;
598460;Persona_Natural;Secuencial;000000000000;OBISPADO-DE-SANTA-MARTA;
600018;Persona_Natural;Secuencial;000000000000;INSTITUCION-EDUCATIVA-DISTRITAL-D;
597386;Persona_Natural;Secuencial;000000000000;CONSTRUCTORA-EL-ROSAL-LIMITADA;
603101;Persona_Natural;Secuencial;000000000000;AGRICOLA-BURITACA-LIMITADA;
603760;Persona_Natural;Secuencial;000000000000;C-I-LA-SAMARIA-SOCIEDAD-ANONIMA;
598678;Persona_Natural;Secuencial;000000000000;DORIA-GUELL-Y-QUEVARA-Q-LIMITADA;
598941;Persona_Natural;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA;
595457;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
603515;Persona_Natural;Secuencial;000000000000;LA-NACION;
604219;Persona_Natural;Secuencial;000000000000;CAMPO-DIAZ-GRANADOS-Y-COMPANIA-SO;
598244;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
600232;Persona_Natural;Secuencial;000000000000;ASMEDAS-ASOCIACION-MEDICA-SINDICA;
600382;Persona_Natural;Secuencial;000000000000;HOCAR-SINDICATO-NACIONAL-DE-TRABA;
593488;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
602963;Persona_Natural;Secuencial;000000000000;INDERENA;
596855;Persona_Natural;Secuencial;000000000000;MISION-EVANGELICA-CUADRANGULAR;
593328;Persona_Natural;Secuencial;000000000000;TALLER-COMUNAL-PRODUCTIVO-BIENEST;
594178;Persona_Natural;Secuencial;000000000000;COMULTRASAN-COOPERATIVA-FINANCIER;
602392;Persona_Natural;Secuencial;000000000000;ESCUELA-MIXTA-EL-CURVAL;
599218;Persona_Natural;Secuencial;000000000000;PEVESCA-LIMITADA;
598243;Persona_Natural;Secuencial;000000000000;CARLOS-A-LACOUTURE-E-HIJOS-LIMITA;
597123;Persona_Natural;Secuencial;000000000000;SOCIEDAD-COMERCIAL-LIMON-LIMITADA;
599136;Persona_Natural;Secuencial;000000000000;LONDONO-GIRALDO-Y-COMPANIA-LIMITA;
594641;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
601140;Persona_Natural;Secuencial;000000000000;SOCIEDAD-SILA-PEREIRA-Y-COMPANIA-;
597098;Persona_Natural;Secuencial;000000000000;INDERENA-INSTITUTO-NACIONAL-DE-RE;
596120;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-BARRIO-SA;
596784;Persona_Natural;Secuencial;000000000000;INDERENA-INSTITUTO-DE-DESARROLLO-;
596854;Persona_Natural;Secuencial;000000000000;INDERENA-INSTITUTO-DE-DESARROLLO-;
603168;Persona_Natural;Secuencial;000000000000;INVERNORTE-SOCIEDAD-ANONIMA-INVER;
597720;Persona_Natural;Secuencial;000000000000;REPRESENTACIONES-CLEMENTE-Y-COMPA;
594482;Persona_Natural;Secuencial;000000000000;ORGANIZACION-SOLIDARIA-COMPARTA;
604536;Persona_Natural;Secuencial;000000000000;INVERSIONES-OSMAN-Y-COMPANIA-LIMI;
599749;Persona_Natural;Secuencial;000000000000;ICETEX-INSTITUTO-COLOMBIANO-DE-CR;
598832;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
604190;Persona_Natural;Secuencial;000000000000;HELACOL-SOCIEDAD-POR-ACCIONES-SIM;
600723;Persona_Natural;Secuencial;000000000000;CONJUNTO-RESIDENCIAL-VILLA-DANY;
598742;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-PENIEL;
598780;Persona_Natural;Secuencial;000000000000;INMUEBLES-MAGGIO-LIMITADA;
593643;Persona_Natural;Secuencial;000000000000;ARCA-INMOBIALIRA-SOCIEDAD-ANONIMA;
525976;Persona_Natural;Cedula_Ciudadania;91701862;GNECCO-Y-COMPANIA-SOCIEDAD-EN-COM;
595928;Persona_Natural;Secuencial;000000000000;SOCIEDAD-COMERCIAL-LIMON-LIMITADA;
599931;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
598267;Persona_Natural;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA;
599234;Persona_Natural;Secuencial;000000000000;COMITE-ORGANIZADOR-DE-LOS-SEXTOS;
596556;Persona_Natural;Secuencial;000000000000;DRUMMOND-LIMITADA;
601123;Persona_Natural;Secuencial;000000000000;CONSTRUCCIONES-GAMMA-LIMITADA;
598583;Persona_Natural;Secuencial;000000000000;AIREDALE-BUSINESS-INC;
594396;Persona_Natural;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-DEL-MAGDA;
594083;Persona_Natural;Secuencial;000000000000;UNISUR-UNIDAD-UNIVERSITARIA-DEL-S;
595755;Persona_Natural;Secuencial;000000000000;KONA-TURISTICA-LIMITADA;
592175;Persona_Natural;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD;
598914;Persona_Natural;Secuencial;000000000000;COMITE-ORGANIZADOR-DE-LOS-SEXTOS-;
595629;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
595714;Persona_Natural;Secuencial;000000000000;INDERENA;
601122;Persona_Natural;Secuencial;000000000000;CONSTRUCCIONES-GAMMA-LIMITADA;
597601;Persona_Natural;Secuencial;000000000000;INVERSIONES-T2-&-MH-SOCIEDAD-POR-;
599672;Persona_Natural;Secuencial;000000000000;SERNA-Y-COMPANIA-SOCIEDAD-ENCOMAN;
593542;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
599388;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
596782;Persona_Natural;Secuencial;000000000000;UNIVERSIDAD-COOPERATIVA-DE-COLOMB;
563843;Persona_Natural;Cedula_Ciudadania;36562456;MARTHA PATRICIA CAMPO VALERO;
593978;Persona_Natural;Secuencial;000000000000;EMPOMARTA-S-A-EMPRESA-DE-OBRAS-SA;
596208;Persona_Natural;Secuencial;000000000000;L-C-M-Y-ASOCIADOS-LIMITADA-Y-COMP;
599917;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
592177;Persona_Natural;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD;
602001;Persona_Natural;Secuencial;000000000000;CONCILIO-DE-LAS-ASAMBLEAS-DE-DIOS;
595621;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
597577;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
596557;Persona_Natural;Secuencial;000000000000;COLEGIO-JUNTA-COMUNAL-BARRIO-LA-Q;
604095;Persona_Natural;Secuencial;000000000000;SOCIEDAD-GAVIRIA-ESCOBAR-Y-COMPAN;
597650;Persona_Natural;Secuencial;000000000000;CAJA-DE-VIVIENDA-MILITAR;
595627;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
600733;Persona_Natural;Secuencial;000000000000;CONJUNTO-RESIDENCIAL-VILLA-DANY;
599922;Persona_Natural;Secuencial;000000000000;FIDUCIARIA-TEQUENDAMA-SOCIEDAD-AN;
594733;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
595153;Persona_Natural;Secuencial;000000000000;MALLAS-TORRES-HERMANOS-TORRES-Y-C;
598027;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
596721;Persona_Natural;Secuencial;000000000000;UNIVERSIDAD-TECNOLOGICA-MAGDAL;
592933;Persona_Natural;Secuencial;000000000000;CARCEL-DEL-DISTRITO-JUDICIAL-DE-S;
599159;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
601554;Persona_Natural;Secuencial;000000000000;ORGANIZACION-TERPEL-SOCIEDAD-ANON;
601364;Persona_Natural;Secuencial;000000000000;INVERSIONES-RYBIR-Y-COMPANIA-SOCI;
593640;Persona_Natural;Secuencial;000000000000;ARCAS-INMOBILIARIA-SOCIEDAD-ANONI;
603921;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-VILLA-MAR;
520734;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
595929;Persona_Natural;Secuencial;000000000000;SOCIEDAD-COMERCIAL-LIMON-LIMITADA;
604251;Persona_Natural;Secuencial;000000000000;DHAKA-CORP-SOCIEDAD-ACCIONES-SIMP;
598442;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
600871;Persona_Natural;Secuencial;000000000000;AGRUPACION-COMERCIAL-CENTRO-EJECU;
593963;Persona_Natural;Secuencial;000000000000;MALIDINA-SOCIEDAD-ANONIMA;
597879;Persona_Natural;Secuencial;000000000000;CORPORACION-MINUTO-DE-DIOS;
598327;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
596118;Persona_Natural;Secuencial;000000000000;ACODIS-ASOCIACION-COMINITARIA-DIS;
602097;Persona_Natural;Secuencial;000000000000;SENA-SERVICIO-NACIONAL-DE-APRENDI;
601241;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL;
593323;Persona_Natural;Secuencial;000000000000;INDERENA-INSTITUTO-COLOMBIANO-REC;
593387;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
594976;Persona_Natural;Secuencial;000000000000;INVERSIONES-DIAZGRANADOS-Y-SOTOMA;
599088;Persona_Natural;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA;
595609;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
594595;Persona_Natural;Secuencial;000000000000;BIENESTAR-SOCIAL-DE-POLICIA-NACIO;
592989;Persona_Natural;Secuencial;000000000000;CIRCULO-DE-SUBOFICIALES-DE-LAS-FU;
595404;Persona_Natural;Secuencial;000000000000;SOCIEDAD-DE-CAPITALIZACION-Y-AHOR;
602949;Persona_Natural;Secuencial;000000000000;MINISTERIO-DEL-MEDIO-AMBIENTE;
597700;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
597726;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
593207;Persona_Natural;Secuencial;000000000000;COMUNIDAD-CERRO-TRES-CRUCES;
594280;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-DE-LOS-TESTIGO-;
594967;Persona_Natural;Secuencial;000000000000;PLAYALINDA-SOCIEDAD-ANONIMA;
596718;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL;
592938;Persona_Natural;Secuencial;000000000000;INVERSIONES-REYES-VELASQUEZ-Y-COM;
602353;Persona_Natural;Secuencial;000000000000;METROAGUA;
599152;Persona_Natural;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA;
594348;Persona_Natural;Secuencial;000000000000;ESCUELA-RURAL-MIXTA-EL-YUCAL;
602499;Persona_Natural;Secuencial;000000000000;INV-AGROPECUARIAS-DE-LA-COSTA-S-A;
600212;Persona_Natural;Secuencial;000000000000;SOCIEDAD-DE-CAPITALIZACION-Y-AHOR;
599944;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
602920;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-BURITACA;
600217;Persona_Natural;Secuencial;000000000000;CERRO-BLANCO-SOCIEDAD-ANONIMA;
595248;Persona_Natural;Secuencial;000000000000;COOPERATIVA-DE-IMPRESORES-Y-PAPEL;
592178;Persona_Natural;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD;
593009;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
602099;Persona_Natural;Secuencial;000000000000;SENA-SERVICIO-NACIONAL-DE-APRENDI;
599105;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
598646;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
596758;Persona_Natural;Secuencial;000000000000;ESCUELA-NUEVA-DEL-PASO-TERAN-NUME;
595297;Persona_Natural;Secuencial;000000000000;DISENOS-Y-CONSTRUCCIONES-LIMITADA;
601302;Persona_Natural;Secuencial;000000000000;SOCIEDAD-MEDICA-DE-ESPECIALISTAS-;
599970;Persona_Natural;Secuencial;000000000000;CENTRO-MEDICO-Y-COMERCIAL-LOS-ALC;
600837;Persona_Natural;Secuencial;000000000000;GACEN-LIMITADA;
597342;Persona_Natural;Secuencial;000000000000;COMERCIALIZADORA-DE-PUBLICIDAD-BI;
598659;Persona_Natural;Secuencial;000000000000;M-A-ZUNIGA-E-HIJOS-LIMITADA;
595981;Persona_Natural;Secuencial;000000000000;ESCUELA-DEPARTAMENTAL-DE-VISTA-HE;
600578;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-DE-LOS-TESTIGOS;
594827;Persona_Natural;Secuencial;000000000000;DORIA-GUELL-Y-QUEVARA-Q-LIMITADA;
597607;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-DE-LOS-TESTIGOS;
597815;Persona_Natural;Secuencial;000000000000;INVIMOR-INVERSIONES-OLARTE-MORALE;
592862;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
592704;Persona_Natural;Secuencial;000000000000;LEON-Y-CORREA-LIMITADA;
601823;Persona_Natural;Secuencial;000000000000;I-C-A-INSTITUTO-COLOMBIANO-AGROPE;
598295;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
595992;Persona_Natural;Secuencial;000000000000;COLMENA-ESTABLECIMIENTO-BANCARIO;
602784;Persona_Natural;Secuencial;000000000000;INSTITUTO-COLOMBIANO-DE-LA-REFORM;
598086;Persona_Natural;Secuencial;000000000000;CLUB-DE-LEONES-SIMON-BOLIVAR;
612423;Persona_Natural;Cedula_Ciudadania;51880459;LUCIA;
595702;Persona_Natural;Secuencial;000000000000;COSTERA-PROGESTUR-LIMITADA-Y-COMP;
599272;Persona_Natural;Secuencial;000000000000;INVERSIONES-OSMAN-Y-COMPANIA-LIMI;
596536;Persona_Natural;Secuencial;000000000000;COMUNIDAD-ADVENTISTA;
603251;Persona_Natural;Secuencial;000000000000;IGLESIA-EVANGELICA-MANANTIAL-DE-V;
599141;Persona_Natural;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA;
594194;Persona_Natural;Secuencial;000000000000;INDISTRAN-INSTITUTO-DISTRITAL-DE-;
603612;Persona_Natural;Secuencial;000000000000;IGLESIA-EVANGELICA-MANANTIAL-DE-V;
596001;Persona_Natural;Secuencial;000000000000;IMPORTACIONES-EXPORTACIONES-Y-REP;
604085;Persona_Natural;Secuencial;000000000000;CURIA-DIOCESANA;
595090;Persona_Natural;Secuencial;000000000000;CHIEF-LIMITADA;
602544;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-LOS-NARAN;
594684;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
603085;Persona_Natural;Secuencial;000000000000;FAYAD-TATIS-Y-COMPANIA-SOCIEDAD-E;
604245;Persona_Natural;Secuencial;000000000000;EXTERNADO-NACIONAL-DE-BACHILLERAT;
594672;Persona_Natural;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA;
598277;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
595620;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
600266;Persona_Natural;Secuencial;000000000000;INVERSIONES-DONADO-LIMITADA;
595443;Persona_Natural;Secuencial;000000000000;M-A-ZUNIGA-E-HIJOS-LIMITADA;
593991;Persona_Natural;Secuencial;000000000000;FONDO-DE-AHORRO-PARA-VIVIENDA-INS;
616824;Persona_Natural;Secuencial;000000000000;HERNANDEZ-COBA-LIMITADA;
603732;Persona_Natural;Secuencial;000000000000;RESGUARDO-KOGI-ARSARIO;
593627;Persona_Natural;Secuencial;000000000000;INSTITUTO-DE-MEDICINA-LEGAL-Y-CIE;
602650;Persona_Natural;Secuencial;000000000000;ASOKOGUIS-ASOCIACION-CRISTIANA-DE;
602127;Persona_Natural;Secuencial;000000000000;FUNDACION-SERVICIO-JUVENIL-BOSCON;
603739;Persona_Natural;Secuencial;000000000000;FERROCARRILES-NACIONALES-DE-COLOM;
604391;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-ASAMBLEA-DE-DIO;
595240;Persona_Natural;Secuencial;000000000000;CONSTRUCCIONES-E-INVERSIONES-SOFI;
599969;Persona_Natural;Secuencial;000000000000;CENTRO-MEDICO-Y-COMERCIAL-LOS-ALC;
603125;Persona_Natural;Secuencial;000000000000;ARRECIFES-SOCEIDAD-ANONIMA;
593984;Persona_Natural;Secuencial;000000000000;INVERSIONES-DR-LM-LIMITADA;
592785;Persona_Natural;Secuencial;000000000000;CONTRAUCCIONES-E-INVERSIONES-BETA;
598827;Persona_Natural;Secuencial;000000000000;PALMA-CANDIDA-E-HIJOS;
597776;Persona_Natural;Secuencial;000000000000;ESTEBAN-RODRIGUEZ-COMPANIA-LIMITA;
604511;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-BURITACA;
598125;Persona_Natural;Secuencial;000000000000;CARLOS-A-LACOUTURE-HIJOS-LTDA;
594459;Persona_Natural;Secuencial;000000000000;INVERSIONES-DEL-DAGO-SOCIEDAD-ANO;
600659;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL;
599271;Persona_Natural;Secuencial;000000000000;INVERSIONES-OSMAN-Y-COMPANIA-LIMI;
598708;Persona_Natural;Secuencial;000000000000;INVERSIONES-SERRANO-OGLIASTRI-LIM;
601081;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-TAGANG;
598299;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
601556;Persona_Natural;Secuencial;000000000000;CARCEL-JUDICIAL-DE-SANTA-MARTA;
595073;Persona_Natural;Secuencial;000000000000;MALLAS-TORRES-HERMANOS-TORRES-Y-C;
598039;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
604402;Persona_Natural;Secuencial;000000000000;ELJEAID-HAMADE-Y-COMPANIA-SOCIEDA;
601397;Persona_Natural;Secuencial;000000000000;PUESTO-DE-SALUD-DE-LA-TAGUA;
598498;Persona_Natural;Secuencial;000000000000;DORIA-GUELL-Y-GUEVARA-Q-LIMITADA;
617830;Persona_Natural;Secuencial;000000000000;EDIFICIO-SAMIR-ELJAY;
597465;Persona_Natural;Secuencial;000000000000;VARGAS-Y-VARGAS-COMPANIA-SOCIEDAD;
601987;Persona_Natural;Secuencial;000000000000;CASA-NACIONAL-DEL-PROFESOR;
598772;Persona_Natural;Secuencial;000000000000;INMOBILIARIA-COSTA-CARIBE-LIMITAD;
596885;Persona_Natural;Secuencial;000000000000;PRONTOCREDITO-LIMITADA;
603943;Persona_Natural;Secuencial;000000000000;CONSTRUCTORA-Y-FINANCIERA-LIMITAD;
603053;Persona_Natural;Secuencial;000000000000;INTERVISUAL-SOCIEDAD-ANONIMA;
599180;Persona_Natural;Secuencial;000000000000;INMUEBLES-MOGGIO-LIMITADA;
